PERSON_IDENTIFIER,TERM_CODE,TERM,CRN,SUBJECT,COURSE_NUMBER,SECTION,COURSE_TPYE,TITLE
1916196,202410,Fall Semester 2023,15322,LPAP,138,001,ACT,INTRO TO SALSA/MAMBO & CHA CHA
1916196,202410,Fall Semester 2023,10543,PSYC,203,002,LEC,INTRO TO COGNITIVE PSYCHOLOGY
1916196,202410,Fall Semester 2023,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
1916196,202410,Fall Semester 2023,11950,COMP,215,004,LL,INTRODUCTION TO PROGRAM DESIGN
1916202,202410,Fall Semester 2023,11378,BUSI,343,002,LEC,FINANCIAL MANAGEMENT
1916202,202410,Fall Semester 2023,15545,PHIL,289,001,LEC,HISTORY OF CHINESE PHILOSOPHY
1916202,202410,Fall Semester 2023,10650,BUSI,310,001,LEC,LEADING IN ORGANIZATIONS
1916202,202410,Fall Semester 2023,16285,BUSI,222,001,LEC,TECH PRODUCT DESIGN & DEV
1916202,202410,Fall Semester 2023,11432,BUSI,223,001,LL,MODELING FOR ENTREPRENEURS
1916202,202410,Fall Semester 2023,11945,BUSI,461,001,LEC,FINANCING THE STARTUP VENTURE
1916217,202410,Fall Semester 2023,12320,BIOS,211,003,LAB,EXPERIMENTAL CELL & MOL BIOSCI
1916217,202410,Fall Semester 2023,12874,SPAN,323,901,INT,SPANISH PROFESSIONAL PRAC I
1916217,202410,Fall Semester 2023,14604,ENGL,272,001,LEC,LITERATURE AND MEDICINE
1916217,202410,Fall Semester 2023,10711,CHEM,213,002,SEM,ORGANIC CHEM DISCUSSION I
1916217,202410,Fall Semester 2023,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
1916217,202410,Fall Semester 2023,10107,HEAL,222,001,LEC,PRIN PUBLIC&COMMHEALTH
1916217,202410,Fall Semester 2023,10115,STAT,305,001,LL,INTRO TO STAT FOR BIOSCIENCES
1916259,202410,Fall Semester 2023,14056,ASTR,102,001,LEC,EXPLORATN OF THE SOLAR SYSTEM
1916259,202410,Fall Semester 2023,14807,POLI,359,001,LEC,WORLD CONSTITUTIONS
1916259,202410,Fall Semester 2023,12248,POLI,102,002,LAB,POLI SCI STATISTICS LAB
1916259,202410,Fall Semester 2023,16171,EEPS,106,001,LL,INVESTIGATING EARTH'S SURFACE
1916259,202410,Fall Semester 2023,13258,EEPS,110,001,LEC,"EARTH, ENVIRONMENT, & SOCIETY"
1916259,202410,Fall Semester 2023,11675,SOSC,302,001,LEC,SOCIAL SCIENCES STATISTICS
1916292,202410,Fall Semester 2023,10373,HUMA,210,001,INT,FORENSICS PRACTICUM
1916292,202410,Fall Semester 2023,12248,POLI,102,002,LAB,POLI SCI STATISTICS LAB
1916292,202410,Fall Semester 2023,14719,POLI,260,003,LEC,ADVOCATING FOR CHANGE
1916292,202410,Fall Semester 2023,11675,SOSC,302,001,LEC,SOCIAL SCIENCES STATISTICS
1916292,202410,Fall Semester 2023,12809,HUMA,315,001,LEC,COMMUNICATION LAW
1916292,202410,Fall Semester 2023,14165,POLI,212,002,LEC,INTRO TO COMPARATIVE POLITICS
1916292,202410,Fall Semester 2023,13697,BIOS,122,002,LEC,BIOLOGY FOR VOTERS
1916316,202410,Fall Semester 2023,15312,HIST,332,001,LEC,AMERICAN LEGAL HISTORY
1916316,202410,Fall Semester 2023,16024,MATH,111,S02,LEC,CALCULUS: DIFFERENTIATION
1916316,202410,Fall Semester 2023,14166,POLI,212,003,LEC,INTRO TO COMPARATIVE POLITICS
1916316,202410,Fall Semester 2023,15305,HIST,259,001,SEM,US IN THE 1960s AND 70s
1916316,202410,Fall Semester 2023,15306,HIST,291,001,LEC,20TH C. AMERICAN PRESIDENTS
1916316,202410,Fall Semester 2023,13023,POLI,372,001,LEC,AMERICAN FOREIGN POLICY
1916337,202410,Fall Semester 2023,15786,ELEC,240,002,LAB,FUND EE I LAB
1916337,202410,Fall Semester 2023,10018,ELEC,261,001,LEC,INTRO PHYSICAL ELECTRONICS I
1916337,202410,Fall Semester 2023,13552,COMP,140,901,LL,COMPUTATIONAL THINKING
1916337,202410,Fall Semester 2023,10017,ELEC,241,001,LEC,FUND ELECTRICAL ENGINEERING I
1916337,202410,Fall Semester 2023,11354,MATH,212,S02,LEC,MULTIVARIABLE CALCULUS
1916337,202410,Fall Semester 2023,14707,ELEC,220,002,LL,FUND COMPUTER ENGINEERING
1916367,202410,Fall Semester 2023,11115,PSYC,202,002,LEC,INTRO TO SOCIAL PSYCHOLOGY
1916367,202410,Fall Semester 2023,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
1916367,202410,Fall Semester 2023,14731,SOCI,325,001,LEC,SOCIOLOGY OF LAW
1916367,202410,Fall Semester 2023,14730,SOCI,101,002,LEC,INTRODUCTION TO SOCIOLOGY
1916367,202410,Fall Semester 2023,10711,CHEM,213,002,SEM,ORGANIC CHEM DISCUSSION I
1916367,202410,Fall Semester 2023,11861,UNIV,250,001,LL,RICE HEALTH ADVISORS
1916367,202410,Fall Semester 2023,10699,FREN,141,003,LEC,FIRST YEAR FRENCH I
1916424,202410,Fall Semester 2023,15361,POLI,371,001,LEC,CIVIL WARS
1916424,202410,Fall Semester 2023,11896,SOSC,302,002,LEC,SOCIAL SCIENCES STATISTICS
1916424,202410,Fall Semester 2023,12248,POLI,102,002,LAB,POLI SCI STATISTICS LAB
1916424,202410,Fall Semester 2023,15631,LALX,332,001,LEC,U.S. LATINE MENTAL HEALTH
1916424,202410,Fall Semester 2023,15431,LALX,238,001,SEM,LATINX GEN & SEXUALITY STUDIES
1916424,202410,Fall Semester 2023,12206,THEA,301,001,LL,ACTING I
1916466,202410,Fall Semester 2023,13207,MATH,355,002,LEC,LINEAR ALGEBRA
1916466,202410,Fall Semester 2023,15653,COMP,318,001,LL,CONCURRENT PROGRAM DESIGN
1916466,202410,Fall Semester 2023,16338,ARAB,141,002,LEC,FIRST YEAR ARABIC I
1916466,202410,Fall Semester 2023,16352,NEUR,362,002,LEC,COGNITIVE NEUROSCIENCE
1916466,202410,Fall Semester 2023,12159,FREN,302,001,LEC,WRITING WORKSHOP
1916472,202410,Fall Semester 2023,10651,BIOE,440,001,LEC,STATISTICS FOR BIOENGINEERING
1916472,202410,Fall Semester 2023,11630,MATH,211,S02,LEC,ORD DIFFERENTIAL EQUATIONS
1916472,202410,Fall Semester 2023,10084,BIOE,252,001,LEC,BIOENGINEERING FUNDAMENTALS
1916472,202410,Fall Semester 2023,15431,LALX,238,001,SEM,LATINX GEN & SEXUALITY STUDIES
1916472,202410,Fall Semester 2023,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
1916472,202410,Fall Semester 2023,10707,CHEM,213,005,SEM,ORGANIC CHEM DISCUSSION I
1916538,202410,Fall Semester 2023,11937,MECH,202,002,LEC,MECHANICS/STATICS
1916538,202410,Fall Semester 2023,11775,RCEL,400,001,LL,LEADING HIGH PERFORMING ENGINE
1916538,202410,Fall Semester 2023,13652,MATH,212,S07,LEC,MULTIVARIABLE CALCULUS
1916538,202410,Fall Semester 2023,15176,CMOR,302,001,LEC,MATRIX ANALYSIS
1916538,202410,Fall Semester 2023,11941,MECH,203,002,LL,MECH ENG DESIGN TOOLS
1916538,202410,Fall Semester 2023,15044,ENGI,210,004,LL,PROTOTYPING & FABRICATION
1916748,202410,Fall Semester 2023,14776,ARTS,165,002,LL,BEGINNING SCULPTURE
1916748,202410,Fall Semester 2023,15635,HART,241,001,LEC,ARTS OF RENAISSANCE EUROPE
1916748,202410,Fall Semester 2023,15827,ARTS,225,003,STU,BEGINNING DRAWING
1916748,202410,Fall Semester 2023,11937,MECH,202,002,LEC,MECHANICS/STATICS
1916748,202410,Fall Semester 2023,11940,MECH,203,001,LL,MECH ENG DESIGN TOOLS
1916748,202410,Fall Semester 2023,13652,MATH,212,S07,LEC,MULTIVARIABLE CALCULUS
1916772,202410,Fall Semester 2023,10075,PHYS,125,S01,LL,GENERAL PHYSICS (WITH LAB)
1916772,202410,Fall Semester 2023,12254,ANTH,203,001,LEC,INTRO BIOLOGICAL ANTHROPOLOGY
1916772,202410,Fall Semester 2023,10711,CHEM,213,002,SEM,ORGANIC CHEM DISCUSSION I
1916772,202410,Fall Semester 2023,12318,BIOS,211,001,LAB,EXPERIMENTAL CELL & MOL BIOSCI
1916772,202410,Fall Semester 2023,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
1916772,202410,Fall Semester 2023,10677,SPAN,141,001,LEC,FIRST YEAR SPANISH I
1916859,202410,Fall Semester 2023,13217,CHEM,121,S01,LL,GENERAL CHEMISTRY I
1916859,202410,Fall Semester 2023,15631,LALX,332,001,LEC,U.S. LATINE MENTAL HEALTH
1916859,202410,Fall Semester 2023,10598,KINE,301,002,LEC,HUMAN PHYSIOLOGY
1916859,202410,Fall Semester 2023,11011,CHEM,123,001,LAB,GENERAL CHEMISTRY LAB I
1916859,202410,Fall Semester 2023,13399,HEAL,132,001,LEC,MEDICAL TERMINOLOGY
1916859,202410,Fall Semester 2023,10356,KINE,319,001,LEC,STATS FOR HEALTH PROFESSIONAL
1916982,202410,Fall Semester 2023,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
1916982,202410,Fall Semester 2023,10711,CHEM,213,002,SEM,ORGANIC CHEM DISCUSSION I
1916982,202410,Fall Semester 2023,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
1916982,202410,Fall Semester 2023,10111,KINE,300,001,LL,HUMAN ANATOMY WITH LAB
1916982,202410,Fall Semester 2023,10107,HEAL,222,001,LEC,PRIN PUBLIC&COMMHEALTH
1916982,202410,Fall Semester 2023,13399,HEAL,132,001,LEC,MEDICAL TERMINOLOGY
1917138,202410,Fall Semester 2023,16343,PSYC,308,002,LEC,MEMORY
1917138,202410,Fall Semester 2023,10096,PSYC,485,008,RES,UG SUPERVISED RESEARCH
1917138,202410,Fall Semester 2023,16321,PSYC,102,002,LAB,PSYCHOLOGY STATISTICS LAB
1917138,202410,Fall Semester 2023,15478,CMOR,220,002,LEC,INTRO TO ENG COMPUTATION
1917138,202410,Fall Semester 2023,13782,SPAN,263,004,LEC,SECOND YEAR SPANISH I
1917138,202410,Fall Semester 2023,11675,SOSC,302,001,LEC,SOCIAL SCIENCES STATISTICS
1917162,202410,Fall Semester 2023,16339,UNIV,201,002,SEM,RESEARCH READINESS
1917162,202410,Fall Semester 2023,10543,PSYC,203,002,LEC,INTRO TO COGNITIVE PSYCHOLOGY
1917162,202410,Fall Semester 2023,16338,ARAB,141,002,LEC,FIRST YEAR ARABIC I
1917162,202410,Fall Semester 2023,13196,LPAP,194,0F1,ACT,SCUBA
1917162,202410,Fall Semester 2023,13552,COMP,140,901,LL,COMPUTATIONAL THINKING
1917162,202410,Fall Semester 2023,14156,MATH,212,S08,LEC,MULTIVARIABLE CALCULUS
1917162,202410,Fall Semester 2023,15322,LPAP,138,001,ACT,INTRO TO SALSA/MAMBO & CHA CHA
1917162,202410,Fall Semester 2023,16323,CMOR,495,002,LEC,LOSING THE PRECIOUS FEW
1917210,202410,Fall Semester 2023,12180,MATH,212,S05,LEC,MULTIVARIABLE CALCULUS
1917210,202410,Fall Semester 2023,13948,JAPA,141,004,LEC,FIRST YEAR JAPANESE I
1917210,202410,Fall Semester 2023,11316,MECH,490,002,RES,MECH ENG RESEARCH PROJECTS
1917210,202410,Fall Semester 2023,13207,MATH,355,002,LEC,LINEAR ALGEBRA
1917210,202410,Fall Semester 2023,15306,HIST,291,001,LEC,20TH C. AMERICAN PRESIDENTS
1917210,202410,Fall Semester 2023,11939,MECH,202,001,LEC,MECHANICS/STATICS
1917240,202410,Fall Semester 2023,10710,CHEM,213,008,SEM,ORGANIC CHEM DISCUSSION I
1917240,202410,Fall Semester 2023,11354,MATH,212,S02,LEC,MULTIVARIABLE CALCULUS
1917240,202410,Fall Semester 2023,11937,MECH,202,002,LEC,MECHANICS/STATICS
1917240,202410,Fall Semester 2023,15638,HART,202,001,SEM,"MODERN ART IN EUROPE,1900-1945"
1917240,202410,Fall Semester 2023,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
1917240,202410,Fall Semester 2023,15675,MSNE,222,001,LEC,BIOMIMETIC MATERIALS
1917348,202410,Fall Semester 2023,11937,MECH,202,002,LEC,MECHANICS/STATICS
1917348,202410,Fall Semester 2023,15788,PHIL,470,001,SEM,EQUALITY AND INEQUALITY
1917348,202410,Fall Semester 2023,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
1917348,202410,Fall Semester 2023,15142,PHIL,283,001,LEC,HIST OF PHILOSOPHY II
1917348,202410,Fall Semester 2023,15774,PHIL,220,001,LEC,PHILOSOPHY OF RELIGION
1917348,202410,Fall Semester 2023,11940,MECH,203,001,LL,MECH ENG DESIGN TOOLS
1917432,202410,Fall Semester 2023,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
1917432,202410,Fall Semester 2023,10075,PHYS,125,S01,LL,GENERAL PHYSICS (WITH LAB)
1917432,202410,Fall Semester 2023,14245,BIOS,310,060,RES,IND RES FOR BIOS UNDERGRADS
1917432,202410,Fall Semester 2023,11689,MDHM,201,001,SEM,INTRO TO MEDICAL HUMANITIES
1917432,202410,Fall Semester 2023,16362,UNIV,330,011,LL,MEDICAL EXPLORATION
1917432,202410,Fall Semester 2023,10704,CHEM,213,001,SEM,ORGANIC CHEM DISCUSSION I
1917438,202410,Fall Semester 2023,15388,JAPA,263,002,LEC,SECOND YEAR JAPANESE I
1917438,202410,Fall Semester 2023,13552,COMP,140,901,LL,COMPUTATIONAL THINKING
1917438,202410,Fall Semester 2023,15327,MATH,302,001,LEC,ELEMENTS OF ANALYSIS
1917438,202410,Fall Semester 2023,15164,CMOR,360,001,LEC,INTRO TO O.R. AND OPTIMIZATION
1917438,202410,Fall Semester 2023,16019,CMOR,304,002,LEC,DIFF EQUATIONS SCI & ENG
1917489,202410,Fall Semester 2023,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
1917489,202410,Fall Semester 2023,10710,CHEM,213,008,SEM,ORGANIC CHEM DISCUSSION I
1917489,202410,Fall Semester 2023,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
1917489,202410,Fall Semester 2023,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1917489,202410,Fall Semester 2023,12872,KORE,141,002,LEC,FIRST YEAR KOREAN I
1917519,202410,Fall Semester 2023,13386,EEPS,114,001,SEM,DISCOVERIES IN EEPS SEMINAR
1917519,202410,Fall Semester 2023,11370,SOCI,381,001,SEM,RESEARCH METHODS
1917519,202410,Fall Semester 2023,14807,POLI,359,001,LEC,WORLD CONSTITUTIONS
1917519,202410,Fall Semester 2023,13552,COMP,140,901,LL,COMPUTATIONAL THINKING
1917519,202410,Fall Semester 2023,10595,MATH,101,S03,LEC,SINGLE VARIABLE CALCULUS I
1917519,202410,Fall Semester 2023,12248,POLI,102,002,LAB,POLI SCI STATISTICS LAB
1917519,202410,Fall Semester 2023,11675,SOSC,302,001,LEC,SOCIAL SCIENCES STATISTICS
1917627,202410,Fall Semester 2023,10661,PHYS,103,010,SEM,MECHANICS DISCUSSION
1917627,202410,Fall Semester 2023,10631,ENST,100,001,LEC,"ENVIRONMENT, CULTURE & SOCIETY"
1917627,202410,Fall Semester 2023,13552,COMP,140,901,LL,COMPUTATIONAL THINKING
1917627,202410,Fall Semester 2023,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
1917627,202410,Fall Semester 2023,13952,KORE,263,001,LEC,SECOND YEAR KOREAN I
1917627,202410,Fall Semester 2023,13263,EEPS,321,001,LL,EARTH AND PLANETARY SURFACES
1917639,202410,Fall Semester 2023,10093,PSYC,101,002,LEC,INTRODUCTION TO PSYCHOLOGY
1917639,202410,Fall Semester 2023,11013,CHEM,123,003,LAB,GENERAL CHEMISTRY LAB I
1917639,202410,Fall Semester 2023,10259,STAT,280,S02,LL,ELEMENTARY APPLIED STATISTICS
1917639,202410,Fall Semester 2023,10075,PHYS,125,S01,LL,GENERAL PHYSICS (WITH LAB)
1917639,202410,Fall Semester 2023,13217,CHEM,121,S01,LL,GENERAL CHEMISTRY I
1917702,202410,Fall Semester 2023,10205,COMP,326,001,LL,DIGITAL LOGIC DESIGN
1917702,202410,Fall Semester 2023,13552,COMP,140,901,LL,COMPUTATIONAL THINKING
1917702,202410,Fall Semester 2023,15434,SOCI,231,001,LEC,SOCIAL PROBLEMS
1917708,202410,Fall Semester 2023,10259,STAT,280,S02,LL,ELEMENTARY APPLIED STATISTICS
1917708,202410,Fall Semester 2023,11115,PSYC,202,002,LEC,INTRO TO SOCIAL PSYCHOLOGY
1917708,202410,Fall Semester 2023,16030,KINE,120,001,LEC,FOUNDATIONS OF KINESIOLOGY
1917708,202410,Fall Semester 2023,15693,RELI,333,001,SEM,KNOWING BODY/GLOWING MIND
1917708,202410,Fall Semester 2023,10310,BUSI,310,002,LEC,LEADING IN ORGANIZATIONS
1917717,202410,Fall Semester 2023,13528,COMP,215,001,LL,INTRODUCTION TO PROGRAM DESIGN
1917717,202410,Fall Semester 2023,11977,STAT,315,001,LL,STATISTICS FOR DATA SCIENCE
1917717,202410,Fall Semester 2023,15322,LPAP,138,001,ACT,INTRO TO SALSA/MAMBO & CHA CHA
1917717,202410,Fall Semester 2023,10310,BUSI,310,002,LEC,LEADING IN ORGANIZATIONS
1917717,202410,Fall Semester 2023,10060,MATH,355,001,LEC,LINEAR ALGEBRA
1917771,202410,Fall Semester 2023,15143,PHIL,310,001,LEC,MATHEMATICAL LOGIC
1917771,202410,Fall Semester 2023,16019,CMOR,304,002,LEC,DIFF EQUATIONS SCI & ENG
1917771,202410,Fall Semester 2023,15510,MATH,304,001,LEC,ELEMENTS OF KNOT THEORY
1917771,202410,Fall Semester 2023,10059,MATH,321,001,LEC,INTRODUCTION TO ANALYSIS I
1917771,202410,Fall Semester 2023,12181,MATH,356,001,LEC,ABSTRACT ALGEBRA I
1917771,202410,Fall Semester 2023,15284,ENGL,274,001,LEC,HEAVEN AND HELL
1917789,202410,Fall Semester 2023,11378,BUSI,343,002,LEC,FINANCIAL MANAGEMENT
1917789,202410,Fall Semester 2023,11432,BUSI,223,001,LL,MODELING FOR ENTREPRENEURS
1917789,202410,Fall Semester 2023,15535,BUSI,430,001,LEC,MANAGEMENT ACCOUNTING
1917789,202410,Fall Semester 2023,14701,SWGS,101,001,LEC,INTRO WOMEN & GENDER
1917789,202410,Fall Semester 2023,11945,BUSI,461,001,LEC,FINANCING THE STARTUP VENTURE
1917798,202410,Fall Semester 2023,10093,PSYC,101,002,LEC,INTRODUCTION TO PSYCHOLOGY
1917798,202410,Fall Semester 2023,13399,HEAL,132,001,LEC,MEDICAL TERMINOLOGY
1917798,202410,Fall Semester 2023,14154,MATH,101,S02,LEC,SINGLE VARIABLE CALCULUS I
1917798,202410,Fall Semester 2023,12554,BIOS,212,003,LAB,EXPERIMENTAL NEUROSCIENCE
1917798,202410,Fall Semester 2023,15390,KORE,263,002,LEC,SECOND YEAR KOREAN I
1917798,202410,Fall Semester 2023,11689,MDHM,201,001,SEM,INTRO TO MEDICAL HUMANITIES
1917930,202410,Fall Semester 2023,15634,HART,321,001,LEC,"AMERICAN ART, 1800-1920"
1917930,202410,Fall Semester 2023,16017,BUSI,305,004,LEC,FINANCIAL ACCOUNTING
1917930,202410,Fall Semester 2023,15444,HIST,275,001,LEC,MODERN MIDDLE EAST
1917930,202410,Fall Semester 2023,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
1917930,202410,Fall Semester 2023,15305,HIST,259,001,SEM,US IN THE 1960s AND 70s
1918050,202410,Fall Semester 2023,15361,POLI,371,001,LEC,CIVIL WARS
1918050,202410,Fall Semester 2023,14732,SOCI,358,001,LEC,"CRIME, PUNISHMENT AND SOCIETY"
1918050,202410,Fall Semester 2023,15405,EEPS,101,001,LEC,THE EARTH
1918050,202410,Fall Semester 2023,14406,LALX,158,001,LEC,INTRO LATIN AMERICAN STUDIES
1918050,202410,Fall Semester 2023,14353,SOCI,307,001,SEM,INTERSECTIONALITY
1918062,202410,Fall Semester 2023,11939,MECH,202,001,LEC,MECHANICS/STATICS
1918062,202410,Fall Semester 2023,10613,SOCI,101,001,LEC,INTRODUCTION TO SOCIOLOGY
1918062,202410,Fall Semester 2023,13643,ENGI,220,002,LL,INTRO TO ENGINEERING DESIGN II
1918062,202410,Fall Semester 2023,11940,MECH,203,001,LL,MECH ENG DESIGN TOOLS
1918062,202410,Fall Semester 2023,11630,MATH,211,S02,LEC,ORD DIFFERENTIAL EQUATIONS
1918086,202410,Fall Semester 2023,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
1918086,202410,Fall Semester 2023,15627,HIST,438,001,SEM,"THE MEDIEVAL CITY, 300-1500"
1918086,202410,Fall Semester 2023,11940,MECH,203,001,LL,MECH ENG DESIGN TOOLS
1918086,202410,Fall Semester 2023,13633,RCEL,436,001,LEC,INTRO TO PATENTS & INTELL PROP
1918086,202410,Fall Semester 2023,15628,HIST,480,001,SEM,HISTORY OF MEDICINE
1918086,202410,Fall Semester 2023,13220,CHEM,123,002,LAB,GENERAL CHEMISTRY LAB I
1918086,202410,Fall Semester 2023,13218,CHEM,121,S02,LL,GENERAL CHEMISTRY I
1918086,202410,Fall Semester 2023,12947,LING,200,003,LEC,INTRO TO STUDY OF LANGUAGE
1918149,202410,Fall Semester 2023,15433,LING,305,001,LEC,HISTORICAL LINGUISTICS
1918149,202410,Fall Semester 2023,10257,KINE,302,001,LEC,BIOMECHANICS
1918149,202410,Fall Semester 2023,11757,KINE,321,003,LEC,EXERCISE PHYSIOLOGY
1918149,202410,Fall Semester 2023,13510,BIOS,329,001,LEC,ANIMAL DIVERSITY
1918149,202410,Fall Semester 2023,11624,LING,300,001,LEC,LINGUISTIC ANALYSIS
1918155,202410,Fall Semester 2023,10059,MATH,321,001,LEC,INTRODUCTION TO ANALYSIS I
1918155,202410,Fall Semester 2023,11937,MECH,202,002,LEC,MECHANICS/STATICS
1918155,202410,Fall Semester 2023,15481,CMOR,220,005,LEC,INTRO TO ENG COMPUTATION
1918155,202410,Fall Semester 2023,11941,MECH,203,002,LL,MECH ENG DESIGN TOOLS
1918155,202410,Fall Semester 2023,13218,CHEM,121,S02,LL,GENERAL CHEMISTRY I
1918155,202410,Fall Semester 2023,11012,CHEM,123,005,LAB,GENERAL CHEMISTRY LAB I
1918167,202410,Fall Semester 2023,10116,STAT,310,001,LEC,PROBABILITY & STATISTICS
1918167,202410,Fall Semester 2023,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
1918167,202410,Fall Semester 2023,15390,KORE,263,002,LEC,SECOND YEAR KOREAN I
1918167,202410,Fall Semester 2023,13527,COMP,215,002,LL,INTRODUCTION TO PROGRAM DESIGN
1918257,202410,Fall Semester 2023,11533,ECON,200,001,LL,MICROECONOMICS
1918257,202410,Fall Semester 2023,10650,BUSI,310,001,LEC,LEADING IN ORGANIZATIONS
1918257,202410,Fall Semester 2023,15535,BUSI,430,001,LEC,MANAGEMENT ACCOUNTING
1918257,202410,Fall Semester 2023,10554,FREN,263,001,LEC,SECOND YEAR FRENCH I
1918257,202410,Fall Semester 2023,12785,DSCI,101,001,LL,INTRO TO DATA SCIENCE
1918296,202410,Fall Semester 2023,10729,ECON,210,001,LEC,BEHAVIORAL ECONOMICS
1918296,202410,Fall Semester 2023,11945,BUSI,461,001,LEC,FINANCING THE STARTUP VENTURE
1918296,202410,Fall Semester 2023,11432,BUSI,223,001,LL,MODELING FOR ENTREPRENEURS
1918296,202410,Fall Semester 2023,15535,BUSI,430,001,LEC,MANAGEMENT ACCOUNTING
1918296,202410,Fall Semester 2023,15300,ENST,205,001,LEC,RECKONING W/ THE ANTHROPOCENE
1918344,202410,Fall Semester 2023,12568,SOCI,102,001,LAB,SOCIOLOGY STATISTICS LAB
1918344,202410,Fall Semester 2023,11675,SOSC,302,001,LEC,SOCIAL SCIENCES STATISTICS
1918344,202410,Fall Semester 2023,13736,BIOS,280,002,LEC,SUSTAINABLE DEVELOPMENT
1918344,202410,Fall Semester 2023,13782,SPAN,263,004,LEC,SECOND YEAR SPANISH I
1918344,202410,Fall Semester 2023,10299,GLHT,201,001,LEC,INTRO TO GLOBAL HEALTH
1918344,202410,Fall Semester 2023,15301,ENST,315,001,LEC,ENVIRONMENTAL HEALTH
1918377,202410,Fall Semester 2023,13496,BIOS,385,002,LEC,CELL & MOL MECH OF THE NEURON
1918377,202410,Fall Semester 2023,16068,COLL,167,002,SEM,TAYLOR SWIFT LYRICAL EVOLUTION
1918377,202410,Fall Semester 2023,14887,NEUR,383,002,LEC,INTRO TO NEUROENGINEERING
1918377,202410,Fall Semester 2023,11013,CHEM,123,003,LAB,GENERAL CHEMISTRY LAB I
1918377,202410,Fall Semester 2023,15631,LALX,332,001,LEC,U.S. LATINE MENTAL HEALTH
1918377,202410,Fall Semester 2023,13217,CHEM,121,S01,LL,GENERAL CHEMISTRY I
1918377,202410,Fall Semester 2023,12695,PSYC,203,003,LEC,INTRO TO COGNITIVE PSYCHOLOGY
1918407,202410,Fall Semester 2023,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
1918407,202410,Fall Semester 2023,15328,MATH,355,003,LEC,LINEAR ALGEBRA
1918407,202410,Fall Semester 2023,13527,COMP,215,002,LL,INTRODUCTION TO PROGRAM DESIGN
1918407,202410,Fall Semester 2023,15232,ANTH,321,001,SEM,SOCIAL LIFE OF DNA
1918407,202410,Fall Semester 2023,15610,COLL,189,001,SEM,BRIDGING ACADEMIA AND ACTIVISM
1918470,202410,Fall Semester 2023,10060,MATH,355,001,LEC,LINEAR ALGEBRA
1918470,202410,Fall Semester 2023,10613,SOCI,101,001,LEC,INTRODUCTION TO SOCIOLOGY
1918470,202410,Fall Semester 2023,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
1918470,202410,Fall Semester 2023,11950,COMP,215,004,LL,INTRODUCTION TO PROGRAM DESIGN
1918470,202410,Fall Semester 2023,12576,FREN,263,002,LEC,SECOND YEAR FRENCH I
1918506,202410,Fall Semester 2023,16339,UNIV,201,002,SEM,RESEARCH READINESS
1918506,202410,Fall Semester 2023,16353,PSYC,203,004,LEC,INTRO TO COGNITIVE PSYCHOLOGY
1918506,202410,Fall Semester 2023,11868,MATH,102,S04,LEC,SINGLE VARIABLE CALCULUS II
1918506,202410,Fall Semester 2023,11689,MDHM,201,001,SEM,INTRO TO MEDICAL HUMANITIES
1918506,202410,Fall Semester 2023,15482,CMOR,220,006,LEC,INTRO TO ENG COMPUTATION
1918506,202410,Fall Semester 2023,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
1918506,202410,Fall Semester 2023,10709,CHEM,213,007,SEM,ORGANIC CHEM DISCUSSION I
1918512,202410,Fall Semester 2023,10311,CEVE,310,001,LEC,PRINCIPLES OF ENVI ENGINEERING
1918512,202410,Fall Semester 2023,14156,MATH,212,S08,LEC,MULTIVARIABLE CALCULUS
1918512,202410,Fall Semester 2023,11989,CEVE,211,001,LEC,ENGINEERING MECHANICS
1918512,202410,Fall Semester 2023,10315,CEVE,302,001,LEC,SUSTAINABLE DESIGN
1918512,202410,Fall Semester 2023,15477,CMOR,220,001,LEC,INTRO TO ENG COMPUTATION
1918578,202410,Fall Semester 2023,10116,STAT,310,001,LEC,PROBABILITY & STATISTICS
1918578,202410,Fall Semester 2023,14283,COMP,215,003,LL,INTRODUCTION TO PROGRAM DESIGN
1918578,202410,Fall Semester 2023,11631,MATH,211,S07,LEC,ORD DIFFERENTIAL EQUATIONS
1918578,202410,Fall Semester 2023,15281,ENGL,200,002,SEM,GATEWAYS TO LITERARY STUDY
