CRN,TERM_CODE,SUBJ_CODE,CRSE_NUMB,SEQ_NUMB,SUBJ_DESC,SCHOOL_DESC,DEPT_DESC,ENRL,MAX_ENRL,MEETING,CRSE_TITLE,XLST_ENRL,XLST_MAX_ENRL,XLST_GROUP,INSTR_NAME,EXAM_TYPE
11633,202310,NAVA,203,001,Naval Science,Dean of Undergraduates,Naval Science,6,5,08:00AM - 09:15AM TR TBA TBA,LEADERSHIP AND MANAGEMENT I,,,,"Kroeger, Eric",Scheduled Final Exam-Dept Room
14282,202310,NAVA,302,001,Naval Science,Dean of Undergraduates,Naval Science,4,5,10:10AM - 11:30AM MW TBA TBA,NAVAL OPERATIONS & SEAMANSHIP,,,,"Winters, Adam",No Final Exam
14285,202310,NAVA,411,001,Naval Science,Dean of Undergraduates,Naval Science,2,5,09:25AM - 10:40AM TR TBA TBA,FUND OF MANEUVER WARFARE,,,,"Collins, Daniel W.",No Final Exam
11147,202310,NEUR,310,001,Neuroscience,School of Natural Sciences,Neurosciences,56,0, -   TBA TBA,IND RES FOR NEUR UNDERGRADS,,,,"Flynn, Jonathan R.",No Final Exam
11148,202310,NEUR,401,001,Neuroscience,School of Natural Sciences,Neurosciences,2,0, -   TBA TBA,UNDERGRADUATE HONORS RESEARCH,,,,"Flynn, Jonathan R.",No Final Exam
14887,202310,NEUR,383,002,Neuroscience,School of Natural Sciences,Neurosciences,37,98,02:00PM - 03:15PM MW BRC 282,INTRO TO NEUROENGINEERING,60,98,15,"Kemere, Caleb T.",No Final Exam
10930,202310,NSCI,120,001,Natural Sciences,School of Natural Sciences,Natural Sciences Division,11,20,08:00AM - 09:15AM TR ABL 129,INTR SCIENTIFIC RES CHALLENGES,,,,"McNeil, Caroline V.",No Final Exam
10596,202310,NSCI,120,002,Natural Sciences,School of Natural Sciences,Natural Sciences Division,7,16,09:25AM - 10:40AM TR ABL 129,INTR SCIENTIFIC RES CHALLENGES,,,,"McNeil, Caroline V.",No Final Exam
10617,202310,NSCI,120,003,Natural Sciences,School of Natural Sciences,Natural Sciences Division,20,20,10:50AM - 12:05PM TR ABL 129,INTR SCIENTIFIC RES CHALLENGES,,,,"McNeil, Caroline V.",No Final Exam
12268,202310,PHIL,360,001,Philosophy,School of Humanities,Philosophy,24,30,03:00PM - 03:50PM MWF HUM 117,ETHICS,,,,"Sher, George",Take-Home Exam
12269,202310,PHIL,281,001,Philosophy,School of Humanities,Philosophy,33,40,09:25AM - 10:40AM TR HUM 117,HISTORY OF PHILOSOPHY I,,,,"Saenz, Victor",Take-Home Exam
12299,202310,PHIL,210,001,Philosophy,School of Humanities,Philosophy,27,30,01:00PM - 01:50PM MWF HUM 117,LOGIC,,,,"Miller, Brian T.",Take-Home Exam
12303,202310,PHIL,345,001,Philosophy,School of Humanities,Philosophy,26,30,10:00AM - 10:50AM MWF HUM 119,THEORY OF KNOWLEDGE,,,,"Miller, Brian T.",Take-Home Exam
12997,202310,PHIL,130,002,Philosophy,School of Humanities,Philosophy,43,50,04:00PM - 05:15PM TR HUM 117,THE SCIENCES OF THE MIND,,,,"Morgan, Alexander D.",No Final Exam
12999,202310,PHIL,267,001,Philosophy,School of Humanities,Philosophy,20,20,02:30PM - 03:45PM TR HUM 227,PHILOSOPHY OF SEX AND LOVE,,,,"Brake, Elizabeth E.",No Final Exam
13002,202310,PHIL,400,001,Philosophy,School of Humanities,Philosophy,5,19,02:00PM - 04:30PM M HUM 227,PHILOSOPHY AND POETRY,,,,"Kriegel, Uri Y.",No Final Exam
12621,202310,PHIL,100,001,Philosophy,School of Humanities,Philosophy,33,35,11:00AM - 11:50AM MWF HUM 119,INTRODUCTION TO PHILOSOPHY,,,,"Miller, Brian T.",Take-Home Exam
13485,202310,PHIL,373,001,Philosophy,School of Humanities,Philosophy,15,18,04:00PM - 05:15PM MW RZR 113,PHILOSOPHY OF LAW,,,,"Keyes, Evelyn V.",Take-Home Exam
14383,202310,PHIL,460,001,Philosophy,School of Humanities,Philosophy,4,16,02:00PM - 04:30PM W HUM 328,"FREEDOM, VALUE, AND LOVE",12,16,3Q,"Yao, Vida Y.",No Final Exam
13329,202310,PHIL,330,001,Philosophy,School of Humanities,Philosophy,37,40,09:00AM - 09:50AM MWF HUM 117,PHILOSOPHY OF MIND,,,,"Schroeder, Timothy A.",No Final Exam
14052,202310,PHIL,125,001,Philosophy,School of Humanities,Philosophy,12,20,01:00PM - 02:15PM TR HUM 227,PHILOSOPHY THROUGH ARTWORKS,,,,"Brake, Elizabeth E.",No Final Exam
14053,202310,PHIL,160,001,Philosophy,School of Humanities,Philosophy,30,30,02:00PM - 02:50PM MWF HUM 119,MORAL PROBLEMS,,,,"Sher, George",Take-Home Exam
14387,202310,PHIL,265,001,Philosophy,School of Humanities,Philosophy,34,39,09:25AM - 10:40AM TR SEW 305,DEATH AND DYING,,,,"Yao, Vida Y.",Take-Home Exam
14388,202310,PHIL,362,001,Philosophy,School of Humanities,Philosophy,14,21,10:50AM - 12:05PM TR HUM 118,HISTORY OF ETHICS,,,,"Yao, Vida Y.",Take-Home Exam
14421,202310,PHIL,498,007,Philosophy,School of Humanities,Philosophy,1,0, -   TBA TBA,SENIOR THESIS,,,,"Sher, George",No Final Exam
14548,202310,PHIL,289,001,Philosophy,School of Humanities,Philosophy,16,30,12:00PM - 12:50PM MWF HUM 328,HISTORY OF CHINESE PHILOSOPHY,,,,"Chen, Jie",No Final Exam
10074,202310,PHYS,111,S01,Physics,School of Natural Sciences,Physics and Astronomy,26,50,10:00AM - 10:50AM MWF HBH 227,HONORS MECHANICS (WITH LAB),,,,"Chan, Anthony A.",Scheduled Final Exam-OTR Room
10075,202310,PHYS,125,S01,Physics,School of Natural Sciences,Physics and Astronomy,166,250,09:25AM - 10:40AM TR HRZ AMP,GENERAL PHYSICS (WITH LAB),,,,"Stenson, Jared R.",Scheduled Final Exam-OTR Room
10076,202310,PHYS,201,001,Physics,School of Natural Sciences,Physics and Astronomy,39,60,10:00AM - 10:50AM MWF MXF 252,"WAVES, LIGHT, AND HEAT",,,,"Acosta, Darin E.",Scheduled Final Exam-OTR Room
10077,202310,PHYS,301,001,Physics,School of Natural Sciences,Physics and Astronomy,16,25,"09:25AM - 10:40AM TR GRB W212, 02:30PM - 03:45PM T GRB W212",INTERMEDIATE MECHANICS,,,,"Hazzard, Kaden",Take-Home Exam
10078,202310,PHYS,311,001,Physics,School of Natural Sciences,Physics and Astronomy,22,25,09:00AM - 09:50AM MWF BRK 103,INTRO TO QUANTUM PHYSICS I,,,,"Foster, Matthew",Take-Home Exam
10079,202310,PHYS,425,001,Physics,School of Natural Sciences,Physics and Astronomy,10,50,01:00PM - 02:15PM TR BRK 103,STATISTICAL & THERMAL PHYSICS,,,,"Hulet, Randall G.",Scheduled Final Exam-OTR Room
10080,202310,PHYS,491,001,Physics,School of Natural Sciences,Physics and Astronomy,9,50, -   TBA TBA,UNDERGRADUATE RESEARCH,,,,"Ecklund, Karl M.",No Final Exam
10653,202310,PHYS,103,001,Physics,School of Natural Sciences,Physics and Astronomy,16,19,08:25AM - 09:15AM R BRK 103,MECHANICS DISCUSSION,,,,"Yi, Ming",No Final Exam
10654,202310,PHYS,103,003,Physics,School of Natural Sciences,Physics and Astronomy,17,19,09:25AM - 10:15AM R BRK 103,MECHANICS DISCUSSION,,,,"Yi, Ming",No Final Exam
10655,202310,PHYS,103,004,Physics,School of Natural Sciences,Physics and Astronomy,18,19,04:00PM - 04:50PM R BRK 103,MECHANICS DISCUSSION,,,,"Yi, Ming",No Final Exam
10656,202310,PHYS,103,005,Physics,School of Natural Sciences,Physics and Astronomy,17,19,09:00AM - 09:50AM F HRZ AMP,MECHANICS DISCUSSION,,,,"Dunning, F B.",No Final Exam
10657,202310,PHYS,103,006,Physics,School of Natural Sciences,Physics and Astronomy,18,19,09:00AM - 09:50AM F HBH B21,MECHANICS DISCUSSION,,,,"Yu, Lam H.",No Final Exam
10658,202310,PHYS,103,007,Physics,School of Natural Sciences,Physics and Astronomy,13,19,09:00AM - 09:50AM F SEW 460,MECHANICS DISCUSSION,,,,"Hoeink, Juliet S.",No Final Exam
10659,202310,PHYS,103,008,Physics,School of Natural Sciences,Physics and Astronomy,19,19,10:00AM - 10:50AM F BRK 103,MECHANICS DISCUSSION,,,,"Cone, Michael T.",No Final Exam
10660,202310,PHYS,103,009,Physics,School of Natural Sciences,Physics and Astronomy,19,19,10:00AM - 10:50AM F HRZ AMP,MECHANICS DISCUSSION,,,,"Dunning, F B.",No Final Exam
10661,202310,PHYS,103,010,Physics,School of Natural Sciences,Physics and Astronomy,20,19,10:00AM - 10:50AM F HBH 427,MECHANICS DISCUSSION,,,,"Yu, Lam H.",No Final Exam
10662,202310,PHYS,103,011,Physics,School of Natural Sciences,Physics and Astronomy,17,19,02:00PM - 02:50PM F BRK 103,MECHANICS DISCUSSION,,,,"Cone, Michael T.",No Final Exam
10663,202310,PHYS,103,012,Physics,School of Natural Sciences,Physics and Astronomy,9,19,03:00PM - 03:50PM F BRK 103,MECHANICS DISCUSSION,,,,"Cone, Michael T.",No Final Exam
10664,202310,PHYS,103,013,Physics,School of Natural Sciences,Physics and Astronomy,18,19,10:00AM - 10:50AM F SEW 460,MECHANICS DISCUSSION,,,,"Hoeink, Juliet S.",No Final Exam
10666,202310,PHYS,101,S01,Physics,School of Natural Sciences,Physics and Astronomy,72,250,09:00AM - 09:50AM MW HRZ AMP,MECHANICS (WITH LAB),,,,"Yu, Lam H.",Scheduled Final Exam-OTR Room
10667,202310,PHYS,101,S02,Physics,School of Natural Sciences,Physics and Astronomy,149,250,10:00AM - 10:50AM MW HRZ AMP,MECHANICS (WITH LAB),,,,"Yu, Lam H.",Scheduled Final Exam-OTR Room
11325,202310,PHYS,103,015,Physics,School of Natural Sciences,Physics and Astronomy,7,19,09:25AM - 10:15AM R HBH 423,MECHANICS DISCUSSION,,,,"Beaird, Robert P.",No Final Exam
11327,202310,PHYS,493,001,Physics,School of Natural Sciences,Physics and Astronomy,9,50,03:00PM - 05:50PM M HBH 223,UNDERGRADUATE RESEARCH SEMINAR,,,,"Ecklund, Karl M.",No Final Exam
11634,202310,PHYS,461,001,Physics,School of Natural Sciences,Physics and Astronomy,6,0, -   TBA TBA,INDEPENDENT RESEARCH,,,,"Dodds, Stanley A.",No Final Exam
12775,202310,PHYS,411,001,Physics,School of Natural Sciences,Physics and Astronomy,2,19,10:50AM - 12:05PM TR HBH 423,INTRO NUCLEAR&PARTIC PHYSICS,6,19,2R,"Geurts, Franciscus J.",Take-Home Exam
12776,202310,PHYS,480,001,Physics,School of Natural Sciences,Physics and Astronomy,1,19,09:25AM - 10:40AM TR HBH B21,INTRODUCTION TO PLASMA PHYSICS,11,19,2V,"Bradshaw, Stephen",Scheduled Final Exam-OTR Room
13661,202310,PHYS,103,002,Physics,School of Natural Sciences,Physics and Astronomy,13,19,08:25AM - 09:15AM R HBH 423,MECHANICS DISCUSSION,,,,"Beaird, Robert P.",No Final Exam
12100,202310,PJHC,300,001,Poverty/Justice/Hum Capability,School of Humanities,Poverty Justice & Human Capab,4,0,12:10PM - 12:59PM T TBA TBA,PJHC SERVICE REFLECTION,,,,"Graham, Lindsay D.",No Final Exam
13432,202310,PJHC,371,001,Poverty/Justice/Hum Capability,School of Humanities,Poverty Justice & Human Capab,13,19,10:50AM - 12:05PM TR HUM 227,"POVERTY, JUSTICE, CAPABILITIES",,,,"Strassmann, Diana L.",No Final Exam
14266,202310,PJHC,371,002,Poverty/Justice/Hum Capability,School of Humanities,Poverty Justice & Human Capab,5,19,02:30PM - 03:45PM TR RZR 305,"POVERTY, JUSTICE, CAPABILITIES",,,,"Strassmann, Diana L.",No Final Exam
11682,202310,PLST,305,001,"Politics, Law, Social Thought",School of Humanities,Politics Law Social Thought,11,19,06:30PM - 09:20PM M HUM 119,INTRODUCTION TO LAW,,,,"Ramirez, Rodolfo",No Final Exam
11686,202310,PLST,401,001,"Politics, Law, Social Thought",School of Humanities,Politics Law Social Thought,19,0,06:30PM - 08:40PM W RZR 113,LEGAL PRACTICUM,,,,"LaBove, Shannon D.",No Final Exam
14745,202310,PLST,477,001,"Politics, Law, Social Thought",School of Humanities,Politics Law Social Thought,16,19,"06:30PM - 07:00PM R HUM 118, 06:30PM - 08:00PM R HUM 118, 06:30PM - 08:30PM R HUM 118, 06:30PM - 08:30PM R HUM 118, 06:30PM - 09:00PM R HUM 118, 06:30PM - 09:00PM R HUM 118, 06:30PM - 09:00PM R HUM 118",THE RUSSO-UKRANIAN WAR,,,,"Caldwell, Peter C.",Scheduled Final Exam-OTR Room
10013,202310,POLI,210,001,Political Science,School of Social Sciences,Political Science,16,20,"10:00AM - 10:50AM MW HRZ 212, 07:00PM - 07:50PM R DCH 1042",INTRO TO AMERICAN POLITICS,67,80,EA,"Kaslovsky, Jaclyn C.",Scheduled Final Exam-OTR Room
10014,202310,POLI,212,001,Political Science,School of Social Sciences,Political Science,4,25,"08:00AM - 08:50AM F HRZ 212, 09:00AM - 09:50AM MW HRZ 212",INTRO TO COMPARATIVE POLITICS,35,75,GA,"Jones, Mark P.",Scheduled Final Exam-OTR Room
10015,202310,POLI,405,001,Political Science,School of Social Sciences,Political Science,1,0, -   TBA TBA,THESIS I,,,,"Schwindt-Bayer, Leslie A.",No Final Exam
10024,202310,POLI,211,001,Political Science,School of Social Sciences,Political Science,10,20,"11:00AM - 11:50AM MW HRZ 212, 07:00PM - 07:50PM R DCH 1064",INTRO TO INTERNAT'L RELATIONS,54,80,FA,"Fang, Songying",No Final Exam
14159,202310,POLI,210,002,Political Science,School of Social Sciences,Political Science,19,20,"10:00AM - 10:50AM MW HRZ 212, 10:00AM - 10:50AM F HRZ 212",INTRO TO AMERICAN POLITICS,67,80,EA,"Kaslovsky, Jaclyn C.",Scheduled Final Exam-OTR Room
14160,202310,POLI,210,003,Political Science,School of Social Sciences,Political Science,17,20,"10:00AM - 10:50AM MW HRZ 212, 10:00AM - 10:50AM F HRZ 211",INTRO TO AMERICAN POLITICS,67,80,EA,"Kaslovsky, Jaclyn C.",Scheduled Final Exam-OTR Room
14161,202310,POLI,210,004,Political Science,School of Social Sciences,Political Science,15,20,"10:00AM - 10:50AM MW HRZ 212, 02:00PM - 02:50PM F DCH 1075",INTRO TO AMERICAN POLITICS,67,80,EA,"Kaslovsky, Jaclyn C.",Scheduled Final Exam-OTR Room
10287,202310,POLI,307,001,Political Science,School of Social Sciences,Political Science,2,0, -   TBA TBA,POLITICAL SCIENCE INTERNSHIP,,,,"Schwindt-Bayer, Leslie A.",No Final Exam
14807,202310,POLI,359,001,Political Science,School of Social Sciences,Political Science,22,30,01:00PM - 02:15PM TR HUM 119,WORLD CONSTITUTIONS,,,,"Cozza, Joseph",No Final Exam
14162,202310,POLI,211,002,Political Science,School of Social Sciences,Political Science,18,20,"11:00AM - 11:50AM MW HRZ 212, 11:00AM - 11:50AM F HRZ 212",INTRO TO INTERNAT'L RELATIONS,54,80,FA,"Fang, Songying",No Final Exam
14163,202310,POLI,211,003,Political Science,School of Social Sciences,Political Science,18,20,"11:00AM - 11:50AM MW HRZ 212, 11:00AM - 11:50AM F HRZ 211",INTRO TO INTERNAT'L RELATIONS,54,80,FA,"Fang, Songying",No Final Exam
14164,202310,POLI,211,004,Political Science,School of Social Sciences,Political Science,8,20,"11:00AM - 11:50AM MW HRZ 212, 02:00PM - 02:50PM F DCH 1042",INTRO TO INTERNAT'L RELATIONS,54,80,FA,"Fang, Songying",No Final Exam
14165,202310,POLI,212,002,Political Science,School of Social Sciences,Political Science,17,25,"09:00AM - 09:50AM MW HRZ 212, 09:00AM - 09:50AM F HRZ 212",INTRO TO COMPARATIVE POLITICS,35,75,GA,"Jones, Mark P.",Scheduled Final Exam-OTR Room
11884,202310,POLI,395,002,Political Science,School of Social Sciences,Political Science,31,30,"01:00PM - 02:15PM TR RZR 123, 07:00PM - 07:50PM R SEW 207",APPLIED RESEARCH METHODS,,,,"Wilson, Rick K.",Scheduled Final Exam-Dept Room
14166,202310,POLI,212,003,Political Science,School of Social Sciences,Political Science,14,25,"09:00AM - 09:50AM MW HRZ 212, 09:00AM - 09:50AM F DCH 1042",INTRO TO COMPARATIVE POLITICS,35,75,GA,"Jones, Mark P.",Scheduled Final Exam-OTR Room
12247,202310,POLI,102,001,Political Science,School of Social Sciences,Political Science,22,25,07:00PM - 07:50PM R HRZ 212,POLI SCI STATISTICS LAB,,,,"McDonald, Gary C.",No Final Exam
12248,202310,POLI,102,002,Political Science,School of Social Sciences,Political Science,14,25,02:00PM - 02:50PM F HRZ 212,POLI SCI STATISTICS LAB,,,,"McDonald, Gary C.",No Final Exam
12249,202310,POLI,473,001,Political Science,School of Social Sciences,Political Science,10,12,02:30PM - 05:00PM R HRZ 211,THE CRAFT OF INTELLIGENCE,,,,"Stoll, Richard J.",No Final Exam
13023,202310,POLI,372,001,Political Science,School of Social Sciences,Political Science,18,30,02:00PM - 02:50PM MWF BRK 101,AMERICAN FOREIGN POLICY,,,,"Valikhanova, Aiganym",Scheduled Final Exam-OTR Room
14237,202310,POLI,324,001,Political Science,School of Social Sciences,Political Science,6,19,01:00PM - 02:15PM TR HUM 118,FROM DECOLONI TO GLOBALIZATION,8,19,C1,"Wood, Philip R.",Scheduled Final Exam-OTR Room
14064,202310,POLI,374,001,Political Science,School of Social Sciences,Political Science,14,30,10:00AM - 10:50AM MWF DCH 1042,STRATEGC INTERACT INTERN'L REL,,,,"Morgan, T C.",Take-Home Exam
14065,202310,POLI,420,001,Political Science,School of Social Sciences,Political Science,9,12,02:00PM - 04:30PM W KCK 105,ELECTION SYSTEMS,13,15,B4,"Stein, Robert M.",No Final Exam
14062,202310,POLI,305,002,Political Science,School of Social Sciences,Political Science,1,0, -   TBA TBA,DIRECTED READING I,,,,"Schwindt-Bayer, Leslie A.",No Final Exam
14063,202310,POLI,343,001,Political Science,School of Social Sciences,Political Science,26,30,09:25AM - 10:40AM TR RYN 201,MEDIA AND POLITICS,,,,"Peterson, Erik",Scheduled Final Exam-OTR Room
14197,202310,POLI,238,001,Political Science,School of Social Sciences,Political Science,108,120,06:30PM - 09:00PM T HRG 100,ELECTIONS 2022,,,,"Alford, John R.",No Final Exam
14066,202310,POLI,459,001,Political Science,School of Social Sciences,Political Science,12,12,02:30PM - 05:00PM T BKH 229,GENDER & REP IN LATIN AMERICA,,,,"Schwindt-Bayer, Leslie A.",No Final Exam
14067,202310,POLI,466,001,Political Science,School of Social Sciences,Political Science,9,12,01:00PM - 03:30PM M GRW 160A,PARTIES & VOTING BEHAVIOR,,,,"Homola, Jonathan",No Final Exam
14719,202310,POLI,260,003,Political Science,School of Social Sciences,Political Science,15,15,09:25AM - 10:40AM TR BKH 102,ADVOCATING FOR CHANGE,18,19,E9,"Vann, Elizabeth F.",Scheduled Final Exam-OTR Room
14762,202310,POLI,321,001,Political Science,School of Social Sciences,Political Science,24,30,10:50AM - 12:05PM TR KCK 102,AMER CONSTITUTIONAL LAW,,,,"Cozza, Joseph",Scheduled Final Exam-OTR Room
14767,202310,POLI,338,002,Political Science,School of Social Sciences,Political Science,16,20,02:00PM - 03:15PM MW ANH 117,POLICY ANALYSIS,20,40,G6,"Perry, Steven G.",Scheduled Final Exam-OTR Room
10675,202310,PORT,106,001,Portuguese,School of Humanities,Cntr Lang & Intercultural Comm,9,16,11:00AM - 11:50AM MWF RZR 227,ACCEL FIRST YEAR PORTUGUESE,,,,"Roberts, Aja R.",No Final Exam
11873,202310,PORT,301,001,Portuguese,School of Humanities,Cntr Lang & Intercultural Comm,8,16,10:00AM - 10:50AM MWF SEW 133,THIRD YEAR PORTUGUESE I,,,,"Scutti Santos, Helade",No Final Exam
10411,202310,PSYC,485,005,Psychology,School of Social Sciences,Psychological Sciences,13,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"Fagundes, Christopher P.",No Final Exam
10412,202310,PSYC,485,006,Psychology,School of Social Sciences,Psychological Sciences,1,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"Fischer-Baum, Simon J.",No Final Exam
10255,202310,PSYC,370,001,Psychology,School of Social Sciences,Psychological Sciences,36,35,10:00AM - 10:50AM MWF SEW 303,INTRO TO HUMAN FACTORS & ERGO,,,,"Kortum, Philip T.",No Final Exam
10264,202310,PSYC,485,001,Psychology,School of Social Sciences,Psychological Sciences,5,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"Beier, Margaret E.",No Final Exam
10265,202310,PSYC,485,002,Psychology,School of Social Sciences,Psychological Sciences,2,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"Byrne, Michael D.",No Final Exam
10266,202310,PSYC,485,009,Psychology,School of Social Sciences,Psychological Sciences,5,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"King, Danielle D.",No Final Exam
10267,202310,PSYC,485,015,Psychology,School of Social Sciences,Psychological Sciences,3,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"Martin, Randi C.",No Final Exam
10092,202310,PSYC,101,001,Psychology,School of Social Sciences,Psychological Sciences,80,160,09:25AM - 10:40AM TR SEW 301,INTRODUCTION TO PSYCHOLOGY,,,,"Adams, Louretha",Scheduled Final Exam-OTR Room
10093,202310,PSYC,101,002,Psychology,School of Social Sciences,Psychological Sciences,158,160,10:50AM - 12:05PM TR SEW 301,INTRODUCTION TO PSYCHOLOGY,,,,"Nicolaou, Despina C.",Scheduled Final Exam-OTR Room
10094,202310,PSYC,340,001,Psychology,School of Social Sciences,Psychological Sciences,12,16,08:40AM - 09:50AM MWF SEW 207,RESEARCH METHODS - PSYCHOLOGY,,,,"Adams, Louretha",Take-Home Exam
10096,202310,PSYC,485,008,Psychology,School of Social Sciences,Psychological Sciences,18,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"Hebl, Michelle R.",No Final Exam
10098,202310,PSYC,485,013,Psychology,School of Social Sciences,Psychological Sciences,1,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"Leal, Stephanie",No Final Exam
10099,202310,PSYC,499,001,Psychology,School of Social Sciences,Psychological Sciences,6,0, -   TBA TBA,HONORS THESIS,,,,"King, Eden B.",No Final Exam
10340,202310,PSYC,203,001,Psychology,School of Social Sciences,Psychological Sciences,79,82,01:00PM - 01:50PM MWF SEW 309,INTRO TO COGNITIVE PSYCHOLOGY,,,,"Zimmerman, Carissa A.",Scheduled Online Final Exam
10543,202310,PSYC,203,002,Psychology,School of Social Sciences,Psychological Sciences,71,80,01:00PM - 02:15PM TR SEW 309,INTRO TO COGNITIVE PSYCHOLOGY,,,,"Adams, Louretha",Scheduled Final Exam-OTR Room
10570,202310,PSYC,325,001,Psychology,School of Social Sciences,Psychological Sciences,32,40,10:50AM - 12:05PM TR SEW 303,LANGUAGE ACQUISITION,37,40,F5,"Archila, Maria Del P.",Scheduled Final Exam-OTR Room
10620,202310,PSYC,485,004,Psychology,School of Social Sciences,Psychological Sciences,9,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"Denny, Bryan T.",No Final Exam
11371,202310,PSYC,321,001,Psychology,School of Social Sciences,Psychological Sciences,80,80,09:25AM - 10:40AM TR PCF 2,DEVELOPMENTAL PSYCHOLOGY,,,,"Nicolaou, Despina C.",Scheduled Final Exam-OTR Room
11373,202310,PSYC,333,001,Psychology,School of Social Sciences,Psychological Sciences,29,35,10:50AM - 12:05PM TR SEW 101,MULTICULTURAL PSYCHOLOGY,,,,"Lesane-Brown, Chase L.",No Final Exam
11442,202310,PSYC,340,002,Psychology,School of Social Sciences,Psychological Sciences,15,0,11:00AM - 12:10PM MWF SEW 207,RESEARCH METHODS - PSYCHOLOGY,,,,"Parsons, Sandra V.",Take-Home Exam
11115,202310,PSYC,202,002,Psychology,School of Social Sciences,Psychological Sciences,70,0,09:25AM - 10:40AM TR SEW 309,INTRO TO SOCIAL PSYCHOLOGY,,,,"Hebl, Michelle R.",No Final Exam
11333,202310,PSYC,488,014,Psychology,School of Social Sciences,Psychological Sciences,2,0,08:00AM - 09:15AM TR TBA TBA,SUPERVISED READING,,,,"Lesane-Brown, Chase L.",No Final Exam
11606,202310,PSYC,202,001,Psychology,School of Social Sciences,Psychological Sciences,74,0,10:00AM - 10:50AM MWF SEW 309,INTRO TO SOCIAL PSYCHOLOGY,,,,"Parsons, Sandra V.",No Final Exam
11607,202310,PSYC,351,001,Psychology,School of Social Sciences,Psychological Sciences,39,45,01:00PM - 02:15PM TR SEW 303,PERCEPTION,,,,"DeLucia, Patricia",Scheduled Final Exam-OTR Room
11609,202310,PSYC,485,003,Psychology,School of Social Sciences,Psychological Sciences,3,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"DeLucia, Patricia",No Final Exam
12207,202310,PSYC,231,001,Psychology,School of Social Sciences,Psychological Sciences,38,40,09:25AM - 10:40AM TR RZR 119,INDUS & ORGANIZATIONAL PSYC,,,,"Davenport, Meghan K.",No Final Exam
12208,202310,PSYC,430,001,Psychology,School of Social Sciences,Psychological Sciences,22,20,10:00AM - 10:50AM MWF ABL 130,COMP MODELING OF COG PROCESSES,26,20,3K,"Moore, Bartlett D.",No Final Exam
12210,202310,PSYC,480,001,Psychology,School of Social Sciences,Psychological Sciences,35,0,02:00PM - 02:50PM MWF SEW 303,POSITIVE PSYCHOLOGY,,,,"Parsons, Sandra V.",Take-Home Exam
12211,202310,PSYC,485,012,Psychology,School of Social Sciences,Psychological Sciences,1,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"Kortum, Philip T.",No Final Exam
12556,202310,PSYC,102,001,Psychology,School of Social Sciences,Psychological Sciences,45,50,09:00AM - 09:50AM W DCH Sym II Lab,PSYCHOLOGY STATISTICS LAB,,,,"Wu, Felix Y.",No Final Exam
12695,202310,PSYC,203,003,Psychology,School of Social Sciences,Psychological Sciences,78,82,12:00PM - 12:50PM MWF HRZ 212,INTRO TO COGNITIVE PSYCHOLOGY,,,,"Dicker, Eva",Scheduled Final Exam-OTR Room
12743,202310,PSYC,485,010,Psychology,School of Social Sciences,Psychological Sciences,5,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"Denny, Bryan T.",No Final Exam
13804,202310,PSYC,101,003,Psychology,School of Social Sciences,Psychological Sciences,158,160,01:00PM - 02:15PM TR SEW 301,INTRODUCTION TO PSYCHOLOGY,,,,"Nicolaou, Despina C.",Scheduled Final Exam-OTR Room
14120,202310,PSYC,231,002,Psychology,School of Social Sciences,Psychological Sciences,33,40,10:50AM - 12:05PM TR RZR 119,INDUS & ORGANIZATIONAL PSYC,,,,"King, Danielle D.",No Final Exam
14121,202310,PSYC,308,001,Psychology,School of Social Sciences,Psychological Sciences,50,50,10:50AM - 12:05PM TR BRC 284,MEMORY,,,,"Leal, Stephanie",No Final Exam
14122,202310,PSYC,330,001,Psychology,School of Social Sciences,Psychological Sciences,16,40,08:00AM - 08:50AM MWF SEW 303,PERSONALITY THEORY & RESEARCH,,,,"Westmoreland, Kirsten",No Final Exam
14123,202310,PSYC,420,001,Psychology,School of Social Sciences,Psychological Sciences,1,12,02:00PM - 04:30PM W KCK 105,ELECTION SYSTEMS,13,15,B4,"Stein, Robert M.",No Final Exam
14125,202310,PSYC,452,001,Psychology,School of Social Sciences,Psychological Sciences,10,12,02:30PM - 05:00PM R BRC 706,EMOTION REGULATION,11,12,3D,"Denny, Bryan T.",No Final Exam
14126,202310,PSYC,463,001,Psychology,School of Social Sciences,Psychological Sciences,20,25,09:25AM - 10:40AM TR SEW 303,MEDICAL HUMAN FACTORS,33,38,1D,"Kortum, Philip T.",No Final Exam
14757,202310,PSYC,332,001,Psychology,School of Social Sciences,Psychological Sciences,44,45,03:00PM - 04:30PM MW SEW 303,PSYCHOPATHOLOGY,,,,"Garcini, Luz M.",Take-Home Exam
