CRN,TERM_CODE,SUBJECT,COURSE_NUMBER,SECTION,SUBJECT_DESC,SCHOOL,DEPARTMENT,SECTION_ENROLLMENT,SECTION_MAX_ENROLLMENT,MEETINGS,COURSE_TITLE,CROSS_LIST_ENROLLMENT,CROSS_LIST_MAX_ENROLLMENT,CROSS_LIST_GROUP,INSTRUCTOR,EXAM_TYPE
11937,202410,MECH,202,002,Mechanical Engineering,School of Engineering,Mechanical Engineering,63,49,11:00AM - 11:50AM MWF DCH 1064,MECHANICS/STATICS,,,,"Dugnani, Roberto",Scheduled Final Exam-OTR Room
11939,202410,MECH,202,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,64,49,10:00AM - 10:50AM MWF DCH 1064,MECHANICS/STATICS,,,,"Dugnani, Roberto",Scheduled Final Exam-OTR Room
11990,202410,MECH,211,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,0,0,11:00AM - 11:50AM MWF RYN 201,ENGINEERING MECHANICS,22,30,F7,"Erazo, Kalil O.",Scheduled Final Exam-OTR Room
12573,202410,MECH,343,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,14,18,"09:00AM - 09:50AM MWF RYN 201, 01:00PM - 03:50PM M TBA TBA",MODELING OF DYNAMIC SYSTEMS,57,72,XR,"Dugnani, Roberto",Scheduled Final Exam-OTR Room
12584,202410,MECH,371,002,Mechanical Engineering,School of Engineering,Mechanical Engineering,31,0,10:00AM - 10:50AM MWF DCH 1070,FLUID MECHANICS I,,,,"Rodi, Patrick E.",Scheduled Final Exam-OTR Room
15475,202410,MECH,400,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,9,20,02:00PM - 03:15PM MW MEB 128,ADV MECHANICS OF MATERIALS,19,30,22,"Gong, Kai",Scheduled Final Exam-OTR Room
14198,202410,MECH,343,002,Mechanical Engineering,School of Engineering,Mechanical Engineering,18,18,"09:00AM - 09:50AM MWF RYN 201, 06:30PM - 09:20PM M TBA TBA",MODELING OF DYNAMIC SYSTEMS,57,72,XR,"Dugnani, Roberto",Scheduled Final Exam-OTR Room
14199,202410,MECH,343,003,Mechanical Engineering,School of Engineering,Mechanical Engineering,17,18,"09:00AM - 09:50AM MWF RYN 201, 02:30PM - 05:20PM R TBA TBA",MODELING OF DYNAMIC SYSTEMS,57,72,XR,"Dugnani, Roberto",Scheduled Final Exam-OTR Room
14200,202410,MECH,343,004,Mechanical Engineering,School of Engineering,Mechanical Engineering,8,18,"09:00AM - 09:50AM MWF RYN 201, 01:00PM - 03:50PM F TBA TBA",MODELING OF DYNAMIC SYSTEMS,57,72,XR,"Dugnani, Roberto",Scheduled Final Exam-OTR Room
16354,202410,MECH,477,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,17,20,02:00PM - 03:15PM MW DCH 1075,RENEWABLE/ADV. ENERGY SYS.,,,,"Schaefer, Laura A.",Scheduled Final Exam-OTR Room
15664,202410,NEUR,441,001,Neuroscience,School of Natural Sciences,Neuroscience,0,5,01:00PM - 02:15PM TR BRC 285,MOLECULAR MEMBRANE BIOLOGY,4,20,12,"McNew, James A.",Scheduled Final Exam-OTR Room
16352,202410,NEUR,362,002,Neuroscience,School of Natural Sciences,Neuroscience,15,36,01:00PM - 02:15PM TR SEW 307,COGNITIVE NEUROSCIENCE,21,36,K2,"Maynard, Mark",Scheduled Final Exam-OTR Room
10074,202410,PHYS,111,S01,Physics,School of Natural Sciences,Physics and Astronomy,25,50,10:00AM - 10:50AM MWF BRK 103,HONORS MECHANICS (WITH LAB),,,,"Chan, Anthony A.; Dodds, Stanley A.",Scheduled Final Exam-OTR Room
10075,202410,PHYS,125,S01,Physics,School of Natural Sciences,Physics and Astronomy,155,250,09:25AM - 10:40AM TR HRZ AMP,GENERAL PHYSICS (WITH LAB),,,,"Stenson, Jared R.; Bonomo, Melia E.; Dodds, Stanley A.; Li, Wei; Onuchic, Jose",Scheduled Final Exam-OTR Room
10079,202410,PHYS,425,001,Physics,School of Natural Sciences,Physics and Astronomy,12,50,01:00PM - 02:15PM TR BRK 103,STATISTICAL & THERMAL PHYSICS,,,,"Hulet, Randall G.",Scheduled Final Exam-OTR Room
10666,202410,PHYS,101,S01,Physics,School of Natural Sciences,Physics and Astronomy,64,250,09:00AM - 09:50AM MW HRZ AMP,MECHANICS (WITH LAB),,,,"Yu, Lam H.; Beaird, Robert P.; Bonomo, Melia E.; Cone, Michael T.; Dunning, F B.; Hoeink, Juliet S.",Scheduled Final Exam-OTR Room
10667,202410,PHYS,101,S02,Physics,School of Natural Sciences,Physics and Astronomy,120,250,10:00AM - 10:50AM MW HRZ AMP,MECHANICS (WITH LAB),,,,"Yu, Lam H.; Beaird, Robert P.; Bonomo, Melia E.; Cone, Michael T.; Dunning, F B.; Hoeink, Juliet S.",Scheduled Final Exam-OTR Room
12775,202410,PHYS,411,001,Physics,School of Natural Sciences,Physics and Astronomy,3,19,10:50AM - 12:05PM TR HBH 423,INTRO NUCLEAR&PARTIC PHYSICS,4,19,2R,"Ecklund, Karl M.",Scheduled Final Exam-OTR Room
15575,202410,PHYS,413,001,Physics,School of Natural Sciences,Physics and Astronomy,6,25,04:00PM - 05:15PM TR HBH 423,INTRO TO GENERAL RELATIVITY,11,25,1D,"Amin, Mustafa A.",Scheduled Final Exam-OTR Room
10013,202410,POLI,210,001,Political Science,School of Social Sciences,Political Science,10,20,"10:00AM - 10:50AM MW PCF 3, 07:00PM - 07:50PM R KCK 105",INTRO TO AMERICAN POLITICS,48,60,EA,"Kaslovsky, Jaclyn C.",Scheduled Final Exam-OTR Room
10014,202410,POLI,212,001,Political Science,School of Social Sciences,Political Science,2,25,"09:00AM - 09:50AM F SEW 307, 11:00AM - 11:50AM MW HRZ 212",INTRO TO COMPARATIVE POLITICS,41,75,GA,"Jones, Mark P.",Scheduled Final Exam-OTR Room
10024,202410,POLI,211,001,Political Science,School of Social Sciences,Political Science,9,20,"01:00PM - 01:50PM MW HRZ 210, 07:00PM - 07:50PM R HRZ 211",INTRO TO INTERNAT'L RELATIONS,41,80,FA,"Stoll, Richard J.",Scheduled Final Exam-OTR Room
11884,202410,POLI,395,002,Political Science,School of Social Sciences,Political Science,18,30,"01:00PM - 02:15PM TR BKH 116, 07:00PM - 07:50PM R MXF 251",APPLIED RESEARCH METHODS,,,,"Tyler, Matthew",Scheduled Final Exam-OTR Room
14159,202410,POLI,210,002,Political Science,School of Social Sciences,Political Science,17,20,"10:00AM - 10:50AM MW PCF 3, 10:00AM - 10:50AM F PCF 3",INTRO TO AMERICAN POLITICS,48,60,EA,"Kaslovsky, Jaclyn C.",Scheduled Final Exam-OTR Room
14160,202410,POLI,210,003,Political Science,School of Social Sciences,Political Science,21,20,"10:00AM - 10:50AM MW PCF 3, 10:00AM - 10:50AM F KCK 107",INTRO TO AMERICAN POLITICS,48,60,EA,"Kaslovsky, Jaclyn C.",Scheduled Final Exam-OTR Room
14162,202410,POLI,211,002,Political Science,School of Social Sciences,Political Science,8,20,"09:00AM - 09:50AM F HRZ 211, 01:00PM - 01:50PM MW HRZ 210",INTRO TO INTERNAT'L RELATIONS,41,80,FA,"Stoll, Richard J.",Scheduled Final Exam-OTR Room
14163,202410,POLI,211,003,Political Science,School of Social Sciences,Political Science,14,20,"01:00PM - 01:50PM MW HRZ 210, 01:00PM - 01:50PM F HRZ 210",INTRO TO INTERNAT'L RELATIONS,41,80,FA,"Stoll, Richard J.",Scheduled Final Exam-OTR Room
14164,202410,POLI,211,004,Political Science,School of Social Sciences,Political Science,10,20,"01:00PM - 01:50PM MW HRZ 210, 01:00PM - 01:50PM F HRZ 211",INTRO TO INTERNAT'L RELATIONS,41,80,FA,"Stoll, Richard J.",Scheduled Final Exam-OTR Room
14165,202410,POLI,212,002,Political Science,School of Social Sciences,Political Science,20,25,"11:00AM - 11:50AM MW HRZ 212, 11:00AM - 11:50AM F HRZ 212",INTRO TO COMPARATIVE POLITICS,41,75,GA,"Jones, Mark P.",Scheduled Final Exam-OTR Room
14166,202410,POLI,212,003,Political Science,School of Social Sciences,Political Science,19,25,"11:00AM - 11:50AM MW HRZ 212, 11:00AM - 11:50AM F MXF 251",INTRO TO COMPARATIVE POLITICS,41,75,GA,"Jones, Mark P.",Scheduled Final Exam-OTR Room
14719,202410,POLI,260,003,Political Science,School of Social Sciences,Political Science,17,17,09:25AM - 10:40AM TR HRG 125,ADVOCATING FOR CHANGE,17,19,E9,"Vann, Elizabeth F.",Scheduled Final Exam-OTR Room
15360,202410,POLI,354,001,Political Science,School of Social Sciences,Political Science,13,30,02:30PM - 03:45PM TR SEW 307,LATIN AMERICAN POLITICS,,,,"Guajardo, Gustavo A.",Scheduled Final Exam-OTR Room
16174,202410,POLI,339,001,Political Science,School of Social Sciences,Political Science,7,30,04:00PM - 05:15PM TR HRZ 211,GENDER AND POLITICS,,,,"Armstrong, Brenna",Scheduled Final Exam-OTR Room
10092,202410,PSYC,101,001,Psychology,School of Social Sciences,Psychological Sciences,57,120,09:25AM - 10:40AM TR SEW 301,INTRODUCTION TO PSYCHOLOGY,,,,"Adams, Louretha",Scheduled Final Exam-OTR Room
10093,202410,PSYC,101,002,Psychology,School of Social Sciences,Psychological Sciences,125,120,10:50AM - 12:05PM TR SEW 301,INTRODUCTION TO PSYCHOLOGY,,,,"Nicolaou, Despina C.",Scheduled Final Exam-OTR Room
10543,202410,PSYC,203,002,Psychology,School of Social Sciences,Psychological Sciences,66,82,01:00PM - 01:50PM MWF SEW 309,INTRO TO COGNITIVE PSYCHOLOGY,,,,"Westmoreland, Kirsten",Scheduled Final Exam-OTR Room
11607,202410,PSYC,351,001,Psychology,School of Social Sciences,Psychological Sciences,36,45,01:00PM - 02:15PM TR SEW 303,PERCEPTION,,,,"DeLucia, Patricia",Scheduled Final Exam-OTR Room
12695,202410,PSYC,203,003,Psychology,School of Social Sciences,Psychological Sciences,67,82,10:50AM - 12:05PM TR SEW 309,INTRO TO COGNITIVE PSYCHOLOGY,,,,"Adams, Louretha",Scheduled Final Exam-OTR Room
13804,202410,PSYC,101,003,Psychology,School of Social Sciences,Psychological Sciences,122,120,01:00PM - 02:15PM TR HRZ AMP,INTRODUCTION TO PSYCHOLOGY,,,,"Nicolaou, Despina C.",Scheduled Final Exam-OTR Room
15598,202410,PSYC,353,001,Psychology,School of Social Sciences,Psychological Sciences,37,45,01:00PM - 02:15PM TR SEW 309,PSYC OF EMOTION & MOTIVATION,,,,"Westmoreland, Kirsten",Scheduled Final Exam-OTR Room
15580,202410,PSYC,467,001,Psychology,School of Social Sciences,Psychological Sciences,1,35,02:30PM - 03:45PM TR SEW 101,HUMAN FACTORS IN CYBERSECURITY,9,35,3U,"Chen, Jing",Scheduled Final Exam-OTR Room
16343,202410,PSYC,308,002,Psychology,School of Social Sciences,Psychological Sciences,36,0,10:50AM - 12:05PM TR BKH 116,MEMORY,,,,"Hooge, Kimberley",Scheduled Final Exam-OTR Room
16344,202410,PSYC,101,004,Psychology,School of Social Sciences,Psychological Sciences,43,120,01:00PM - 01:50PM MWF HRG 100,INTRODUCTION TO PSYCHOLOGY,,,,"Hooge, Kimberley",Scheduled Final Exam-OTR Room
16347,202410,PSYC,340,003,Psychology,School of Social Sciences,Psychological Sciences,8,16,11:00AM - 12:10PM MWF SEW 307,RESEARCH METHODS - PSYCHOLOGY,,,,"Hooge, Kimberley",Scheduled Final Exam-OTR Room
16349,202410,PSYC,321,002,Psychology,School of Social Sciences,Psychological Sciences,16,40,09:25AM - 10:40AM TR WSC 146,DEVELOPMENTAL PSYCHOLOGY,,,,"Maynard, Mark",Scheduled Final Exam-OTR Room
16350,202410,PSYC,362,002,Psychology,School of Social Sciences,Psychological Sciences,6,36,01:00PM - 02:15PM TR SEW 307,COGNITIVE NEUROSCIENCE,21,36,K2,"Maynard, Mark",Scheduled Final Exam-OTR Room
16353,202410,PSYC,203,004,Psychology,School of Social Sciences,Psychological Sciences,34,80,09:00AM - 09:50AM MWF HRZ 210,INTRO TO COGNITIVE PSYCHOLOGY,,,,"Maynard, Mark",Scheduled Final Exam-OTR Room
15149,202410,RELI,307,001,Religion,School of Humanities,Religion,2,5,08:00AM - 09:15AM MW HUM 215,BASIC COPTIC 1,6,15,5X,"DeConick, April D.",Scheduled Final Exam-OTR Room
16173,202410,RELI,322,001,Religion,School of Humanities,Religion,9,30,04:00PM - 05:15PM MW HUM 118,INTRODUCTION TO BUDDHISM,16,30,H4,"Collins, Nicholas E.",Scheduled Final Exam-OTR Room
15434,202410,SOCI,231,001,Sociology,School of Social Sciences,Sociology,21,25,04:00PM - 05:15PM TR BKH 116,SOCIAL PROBLEMS,,,,"Zhang, Xiaorui",Scheduled Final Exam-OTR Room
15435,202410,SOCI,301,001,Sociology,School of Social Sciences,Sociology,17,25,04:00PM - 05:15PM TR HRG 100,SOCIAL INEQUALITY,,,,"Kim, Min Ju",Scheduled Final Exam-OTR Room
10687,202410,SOSC,444,001,Social Sciences,School of Social Sciences,Social Sciences Division,18,0,04:00PM - 05:15PM TR KRF 105,CONSULTING PRACTICUM,,,,"Pereira Diaz, Gloria M.",Scheduled Final Exam-OTR Room
11675,202410,SOSC,302,001,Social Sciences,School of Social Sciences,Social Sciences Division,49,65,10:00AM - 10:50AM MWF ANH 117,SOCIAL SCIENCES STATISTICS,,,,"Ferguson, Todd W.",Scheduled Final Exam-OTR Room
11896,202410,SOSC,302,002,Social Sciences,School of Social Sciences,Social Sciences Division,54,65,11:00AM - 11:50AM MWF ANH 117,SOCIAL SCIENCES STATISTICS,,,,"Ferguson, Todd W.",Scheduled Final Exam-OTR Room
10114,202410,STAT,280,S01,Statistics,School of Engineering,Statistics,26,28,"01:00PM - 01:50PM MWF MXF 251, 07:00PM - 09:00PM M MXF 251",ELEMENTARY APPLIED STATISTICS,51,55,XG,"Peterson, Leif",Scheduled Final Exam-OTR Room
10115,202410,STAT,305,001,Statistics,School of Engineering,Statistics,45,49,"09:25AM - 10:40AM TR HRZ 210, 07:00PM - 09:10PM M MXF 252",INTRO TO STAT FOR BIOSCIENCES,92,98,XI,"Peterson, Leif",Scheduled Final Exam-OTR Room
10116,202410,STAT,310,001,Statistics,School of Engineering,Statistics,114,115,01:00PM - 02:15PM TR KCK 100,PROBABILITY & STATISTICS,124,125,H1,"McGuffey, Elizabeth J.",Scheduled Final Exam-OTR Room
10259,202410,STAT,280,S02,Statistics,School of Engineering,Statistics,25,27,"01:00PM - 01:50PM MWF MXF 251, 04:30PM - 06:30PM R MXF 252",ELEMENTARY APPLIED STATISTICS,51,55,XG,"Peterson, Leif",Scheduled Final Exam-OTR Room
10432,202410,STAT,305,002,Statistics,School of Engineering,Statistics,47,49,"09:25AM - 10:40AM TR HRZ 210, 04:30PM - 06:30PM T MXF 252",INTRO TO STAT FOR BIOSCIENCES,92,98,XI,"Peterson, Leif",Scheduled Final Exam-OTR Room
10628,202410,STAT,418,001,Statistics,School of Engineering,Statistics,45,45,10:50AM - 12:05PM TR MXF 252,PROBABILITY,,,,"Viens, Frederi",Scheduled Final Exam-OTR Room
10652,202410,STAT,440,001,Statistics,School of Engineering,Statistics,0,0,09:25AM - 10:40AM TR KCK 102,STATISTICS FOR BIOENGINEERING,40,49,H2,"Ghosn, Bilal",Scheduled Final Exam-OTR Room
11363,202410,STAT,425,001,Statistics,School of Engineering,Statistics,47,50,02:30PM - 03:45PM TR MXF 252,INTRO TO BAYESIAN INFERENCE,,,,"Kowal, Daniel R.",Scheduled Final Exam-OTR Room
11919,202410,STAT,413,001,Statistics,School of Engineering,Statistics,37,50,10:50AM - 12:05PM TR MXF 251,INTRO TO STAT MACHINE LEARNING,,,,"Chi, Eric C.",Scheduled Final Exam-OTR Room
11977,202410,STAT,315,001,Statistics,School of Engineering,Statistics,37,50,"02:30PM - 03:45PM TR ABL 131, 07:00PM - 08:30PM T DCH Sym II Lab",STATISTICS FOR DATA SCIENCE,47,60,G6,"Guerra, Rudy",Scheduled Final Exam-OTR Room
12231,202410,STAT,450,001,Statistics,School of Engineering,Statistics,3,0,09:25AM - 10:40AM TR KCK 105,SENIOR CAPSTONE PROJECT,,,,"McGuffey, Elizabeth J.",Scheduled Final Exam-OTR Room
15375,202410,STAT,310,002,Statistics,School of Engineering,Statistics,44,56,02:30PM - 03:45PM TR MXF 251,PROBABILITY & STATISTICS,51,56,C9,"Ye, Shengbin",Scheduled Final Exam-OTR Room
10315,202410,CEVE,302,001,Civil and Environmental Eng,School of Engineering,Civil & Environmental Engr,17,35,01:00PM - 02:15PM TR MXF 252,SUSTAINABLE DESIGN,30,35,21,"Blackburn, James B.",Scheduled Final Exam-OTR Room
11903,202410,CEVE,471,001,Civil and Environmental Eng,School of Engineering,Civil & Environmental Engr,15,25,04:00PM - 05:15PM MF HBH 427,SOIL MECHANICS AND FOUNDATIONS,17,35,0Z,"Stevens, Robert F.",Scheduled Final Exam-OTR Room
11975,202410,CEVE,431,001,Civil and Environmental Eng,School of Engineering,Civil & Environmental Engr,17,30,01:00PM - 01:49PM MWF RYN 201,REINFORCED CONCRETE BUILDINGS,17,40,2U,"Erazo, Kalil O.",Scheduled Final Exam-OTR Room
11989,202410,CEVE,211,001,Civil and Environmental Eng,School of Engineering,Civil & Environmental Engr,22,30,11:00AM - 11:50AM MWF RYN 201,ENGINEERING MECHANICS,22,30,F7,"Erazo, Kalil O.",Scheduled Final Exam-OTR Room
15271,202410,CEVE,325,002,Civil and Environmental Eng,School of Engineering,Civil & Environmental Engr,17,20,09:00AM - 09:50AM MWF MXF 252,STRUCTURAL ANALYSIS & MODELING,,,,"Herkal, Sudheendra R.",Scheduled Final Exam-OTR Room
15272,202410,CEVE,400,001,Civil and Environmental Eng,School of Engineering,Civil & Environmental Engr,6,20,02:00PM - 03:15PM MW MEB 128,ADV MECHANICS OF MATERIALS,19,30,22,"Gong, Kai",Scheduled Final Exam-OTR Room
15273,202410,CEVE,426,001,Civil and Environmental Eng,School of Engineering,Civil & Environmental Engr,0,10,04:00PM - 05:15PM TR KCK 101,SMART MATERIALS FOR THE ENVI,12,30,4X,"Getachew, Bezawit A.",Scheduled Final Exam-OTR Room
15275,202410,CEVE,460,001,Civil and Environmental Eng,School of Engineering,Civil & Environmental Engr,3,15,09:25AM - 10:40AM TR RYN 201,BRIDGE ENG. & EXTREME EVENTS,10,25,3J,"Padgett, Jamie",Scheduled Final Exam-OTR Room
15276,202410,CEVE,476,001,Civil and Environmental Eng,School of Engineering,Civil & Environmental Engr,2,20,01:00PM - 02:15PM TR RYN 201,STRUCTURAL DYNAMIC SYSTEMS,9,30,14,"Nagarajaiah, Satish",Scheduled Final Exam-OTR Room
10300,202410,GLHT,451,001,Global Health Technologies,School of Engineering,Global Health Technologies,11,0,08:30AM - 09:50AM MWF OES 130,GLOBAL HEALTH DESIGN I,52,0,ZG,"Bond, Meaghan M.; Abidi, Sabia Z.; Foss, Jacqueline I.",Scheduled Final Exam-OTR Room
10594,202410,CHBE,301,002,Chemical & Biomolecular Eng,School of Engineering,Chemical & Biomolecular Engr,17,39,09:00AM - 09:50AM MWF SST 106,CHEMICAL ENGR FUNDAMENTALS,,,,"Marciel, Amanda B.",Scheduled Final Exam-OTR Room
11585,202410,CHBE,390,003,Chemical & Biomolecular Eng,School of Engineering,Chemical & Biomolecular Engr,23,39,01:00PM - 02:15PM TR SST 106,KINETICS & REACTOR DESIGN,,,,"Wang, Haotian",Scheduled Final Exam-OTR Room
11586,202410,CHBE,401,003,Chemical & Biomolecular Eng,School of Engineering,Chemical & Biomolecular Engr,20,38,09:25AM - 10:40AM TR KCK 101,TRANSPORT PHENOMENA I,,,,"Pasquali, Matteo",Scheduled Final Exam-OTR Room
11980,202410,CHBE,420,001,Chemical & Biomolecular Eng,School of Engineering,Chemical & Biomolecular Engr,0,0,11:00AM - 12:15PM MWF BRC 282,TRANSPORT PHENOMENA IN BIOE,16,62,C6,"Long, James",Scheduled Final Exam-OTR Room
12557,202410,CHBE,468,001,Chemical & Biomolecular Eng,School of Engineering,Chemical & Biomolecular Engr,3,19,08:00AM - 09:15AM TR DCH 1075,IND CHEM PROCESSES/NRG TRANS,7,49,4Z,"McGlamery, Gerald G.",Scheduled Final Exam-OTR Room
12861,202410,CHBE,418,001,Chemical & Biomolecular Eng,School of Engineering,Chemical & Biomolecular Engr,0,19,02:00PM - 02:50PM MWF SST 106,ELECTRON TRANSPORT IN SOLIDS,14,19,0H,"Mohite, Aditya D.",Scheduled Final Exam-OTR Room
13499,202410,CHBE,470,002,Chemical & Biomolecular Eng,School of Engineering,Chemical & Biomolecular Engr,19,0,10:00AM - 10:50AM MWF KCK 101,PROCESS DYNAMICS & CONTROL,,,,"Verduzco, Rafael",Scheduled Final Exam-OTR Room
15194,202410,CHBE,412,001,Chemical & Biomolecular Eng,School of Engineering,Chemical & Biomolecular Engr,18,0,09:00AM - 09:50AM MWF DCH 1064,THERMODYNAMICS II,,,,"Chapman, Walter G.",Scheduled Final Exam-OTR Room
14701,202410,SWGS,101,001,"Women, Gender, & Sexuality",School of Humanities,"Stdy of Women, Gender, & Sxlty",25,40,09:25AM - 10:40AM TR RZR 119,INTRO WOMEN & GENDER,,,,"Wildenthal, Lora J.",Scheduled Final Exam-OTR Room
15500,202410,SWGS,424,001,"Women, Gender, & Sexuality",School of Humanities,"Stdy of Women, Gender, & Sxlty",0,10,02:30PM - 05:00PM R RZR 204,WOMEN IN FRANCE,2,25,D1,"Fette, Julie",Scheduled Final Exam-OTR Room
15505,202410,SWGS,345,001,"Women, Gender, & Sexuality",School of Humanities,"Stdy of Women, Gender, & Sxlty",8,30,04:00PM - 05:15PM TR RZR 119,HISTORY OF FEMINISM,24,30,B7,"Wildenthal, Lora J.",Scheduled Final Exam-OTR Room
16109,202410,SWGS,318,001,"Women, Gender, & Sexuality",School of Humanities,"Stdy of Women, Gender, & Sxlty",0,25,04:00PM - 05:15PM TR BKH 229,ISRAELI WOMEN WRITERS,2,25,H3,"Amihay, Ofra",Scheduled Final Exam-OTR Room
15422,202410,SMGT,360,001,Sport Management,School of Social Sciences,Sport Management,19,19,10:50AM - 12:05PM TR BKH 102,SALES & REVENUE GENERATION,,,,"Stallings, Tom",Scheduled Final Exam-OTR Room
16108,202410,JWST,318,001,Jewish Studies,School of Humanities,Jewish Studies,2,25,04:00PM - 05:15PM TR BKH 229,ISRAELI WOMEN WRITERS,2,25,H3,"Amihay, Ofra",Scheduled Final Exam-OTR Room
14720,202410,LEAD,260,003,Center for Civic Leadership,Dean of Undergraduates,Center for Civic Leadership,0,2,09:25AM - 10:40AM TR HRG 125,ADVOCATING FOR CHANGE,17,19,E9,"Vann, Elizabeth F.",Scheduled Final Exam-OTR Room
15371,202410,PLST,315,001,"Politics, Law, Social Thought",School of Humanities,Politics Law Social Thought,15,40,10:50AM - 12:05PM TR HUM 327,AUTHORITARIAN CONSTITUTIONS,,,,"Caldwell, Peter C.",Scheduled Final Exam-OTR Room
12845,202410,CMST,203,001,Cinema and Media Studies,School of Humanities,Cinema and Media Studies,26,30,04:00PM - 05:15PM MW SEW 307,INTRODUCTION TO FILM ANALYSIS,,,,"Oukaderova, Lida",Scheduled Final Exam-OTR Room
12169,202410,DSCI,304,001,Data Science,School of Engineering,Data Science,19,20,09:25AM - 10:40AM TR DCH Sym II Lab,DATA VISUALIZATION,,,,"Perry, Steven G.",Scheduled Final Exam-OTR Room
12170,202410,DSCI,304,002,Data Science,School of Engineering,Data Science,20,20,10:50AM - 12:05PM TR DCH Sym II Lab,DATA VISUALIZATION,,,,"Perry, Steven G.",Scheduled Final Exam-OTR Room
11913,202410,DSCI,301,001,Data Science,School of Engineering,Data Science,10,10,"02:30PM - 03:45PM TR ABL 131, 07:00PM - 08:30PM T DCH Sym II Lab",STATISTICS FOR DATA SCIENCE,47,60,G6,"Guerra, Rudy",Scheduled Final Exam-OTR Room
14613,202410,DSCI,303,002,Data Science,School of Engineering,Data Science,28,49,01:00PM - 02:15PM TR OES 132,MACHINE LEARNING FOR DS,,,,"Orchard, Michael T.",Scheduled Final Exam-OTR Room
10574,202410,EMSP,282,0F1,Emergency Med Studies/Practice,School of Natural Sciences,Kinesiology,17,0,06:00PM - 09:59PM MW BRK 103,ADVANCED EMT,,,,"Guzzo, Anthony K.",Scheduled Final Exam-OTR Room
