SUBJECT,COURSE_NUMBER,SECTION,CRN,EXAM_DATE,EXAM_TIME,BUILDING_CODE,ROOM_CODE
HIST,117,001,14004,12/7/2023,1400,,
HIST,275,001,15444,12/7/2023,1900,,
FREN,263,002,12576,12/8/2023,0900,,
FREN,307,001,15569,12/8/2023,0900,,
FREN,301,001,14262,12/8/2023,1900,,
FREN,478,001,15766,12/8/2023,1900,,
FREN,305,001,15343,12/10/2023,1900,,
FREN,402,001,15345,12/6/2023,0900,,
FREN,424,001,15346,12/11/2023,1900,RZR,204
GERM,301,001,10646,12/8/2023,1900,,
GERM,141,001,10673,12/7/2023,1400,,
GERM,141,002,10939,12/7/2023,1900,,
GERM,263,001,11443,12/7/2023,1400,,
GERM,142,001,15387,12/8/2023,1900,,
GERM,280,001,12972,12/11/2023,1900,,
GERM,335,001,14048,12/11/2023,1400,,
ENGL,410,002,15295,12/8/2023,1900,,
ENGL,410,003,15296,12/8/2023,1900,,
ENGL,398,001,16151,12/6/2023,1900,,
ENGL,267,001,16150,12/7/2023,1900,,
ENST,100,001,10631,12/10/2023,1900,,
ENST,250,001,11926,12/8/2023,1400,,
ENST,301,001,12570,12/12/2023,0900,,
ENST,100,002,15077,12/10/2023,1900,,
ENST,205,001,15300,12/7/2023,1900,,
ENST,315,001,15301,12/6/2023,1400,HUM,117
ENST,312,001,15511,12/11/2023,1900,,
ENST,265,001,15492,12/8/2023,0900,,
FREN,263,001,10554,12/7/2023,1900,,
FREN,141,002,10672,12/7/2023,1900,,
FREN,141,003,10699,12/8/2023,0900,,
FREN,302,001,12159,12/8/2023,1400,,
FREN,313,001,11674,12/6/2023,1900,,
FREN,141,001,11776,12/7/2023,1400,,
GERM,305,001,15637,12/8/2023,0900,,
GERM,263,002,14263,12/7/2023,1900,,
GERM,324,001,15445,12/6/2023,0900,,
GERM,326,001,15458,12/9/2023,1900,,
GREE,101,001,10198,12/9/2023,1400,,
GREE,310,001,15652,12/11/2023,1900,,
HART,280,001,10514,12/8/2023,1900,,
HART,225,001,11365,12/12/2023,0900,,
HART,366,001,15633,12/6/2023,0900,,
HART,321,001,15634,12/10/2023,1900,,
HART,241,001,15635,12/9/2023,1400,,
HART,204,001,15636,12/8/2023,1400,,
HART,202,001,15638,12/8/2023,1400,,
HART,328,001,15570,12/8/2023,1900,,
HART,358,001,15252,12/6/2023,0900,,
HART,389,001,15254,12/11/2023,1400,,
HART,203,001,15623,12/6/2023,1400,,
HART,380,001,15494,12/11/2023,1900,,
HEAL,460,001,10109,12/6/2023,1900,,
HART,381,001,16034,12/11/2023,1400,,
HEAL,222,001,10107,12/7/2023,1400,,
ELEC,468,001,15686,12/12/2023,0900,,
ELEC,491,010,14661,12/11/2023,1400,,
ELEC,220,002,14707,12/12/2023,0900,,
ELEC,406,001,14723,12/7/2023,1400,,
ELEC,380,002,14884,12/8/2023,1400,,
ELEC,361,001,15198,12/11/2023,1900,KCK,105
PHYS,103,010,10661,12/7/2023,1900,,
PHYS,103,004,10655,12/6/2023,1400,,
PHYS,103,005,10656,12/7/2023,1400,,
PHYS,103,006,10657,12/7/2023,1400,,
PHYS,103,007,10658,12/7/2023,1400,,
PHYS,103,008,10659,12/7/2023,1900,,
PHYS,103,009,10660,12/7/2023,1900,,
ELEC,461,001,15687,12/6/2023,1400,,
ELEC,478,003,16026,12/11/2023,1900,,
ELEC,430,002,16295,12/6/2023,1400,,
ENGI,302,001,10316,12/11/2023,1400,DCH,1070
ENGI,120,001,10355,12/10/2023,1900,,
ENGI,120,002,10417,12/11/2023,1400,,
ENGI,200,001,10545,12/9/2023,1900,,
ENGI,100,001,10716,12/11/2023,1900,,
ENGI,100,002,10717,12/8/2023,1400,,
ENGI,301,001,11681,12/11/2023,1900,,
ENGI,390,001,12623,12/11/2023,1900,,
ENGI,220,001,13642,12/10/2023,1900,,
HIST,256,001,14009,12/6/2023,1400,HUM,328
HIST,331,001,14012,12/10/2023,1900,,
HIST,438,001,15627,12/8/2023,1900,,
HIST,480,001,15628,12/8/2023,1400,,
HIST,380,001,14372,12/10/2023,1900,,
HIST,354,001,15618,12/9/2023,1400,,
HIST,120,001,15667,12/8/2023,0900,,
HIST,372,001,15509,12/12/2023,0900,FULLY,ONLINE
HIST,237,001,15304,12/8/2023,1900,,
HIST,259,001,15305,12/12/2023,0900,,
HIST,291,001,15306,12/11/2023,1400,,
HIST,314,001,15308,12/11/2023,1400,,
HIST,332,001,15312,12/11/2023,1900,,
HIST,338,001,15313,12/10/2023,1900,,
HIST,387,001,15315,12/11/2023,1400,,
HIST,217,001,15811,12/8/2023,1400,,
HONS,470,001,10319,12/6/2023,1400,,
HUMA,201,001,10118,12/10/2023,1900,,
HUMA,309,001,10119,12/11/2023,1400,,
HUMA,310,001,10120,12/6/2023,1400,,
BIOE,385,002,10211,12/8/2023,1400,,
BIOE,385,003,10212,12/6/2023,0900,,
BIOE,370,001,10213,12/8/2023,0900,,
BIOE,440,001,10651,12/12/2023,0900,SEW,309
BIOE,454,001,11414,12/12/2023,0900,,
BIOE,422,001,12153,12/8/2023,1400,BRC,284
BIOE,365,001,11677,12/6/2023,1900,,
BIOE,420,001,11961,12/8/2023,0900,BRC,282
BIOE,341,001,12551,12/10/2023,1900,KRF,110
BIOE,443,002,12706,12/8/2023,1400,,
BIOE,447,002,12708,12/8/2023,1900,,
BIOE,449,004,12711,12/11/2023,1400,,
BIOE,492,001,12857,12/11/2023,1900,,
BIOE,446,001,15403,12/8/2023,1900,BRC,284
BIOE,383,002,14623,12/12/2023,0900,BRC,282
BIOE,385,004,13924,12/8/2023,1900,,
BIOE,380,002,14886,12/8/2023,1400,,
BIOE,392,001,14898,12/11/2023,1400,,
BIOE,123,001,15685,12/12/2023,1400,,
BIOS,128,001,12312,12/8/2023,1900,,
BIOS,201,S01,12316,12/12/2023,1400,HRZ,AMP
BIOS,204,001,12317,12/6/2023,1400,,
BIOS,211,001,12318,12/8/2023,1900,,
BIOS,211,002,12319,12/11/2023,1400,,
BIOS,211,003,12320,12/8/2023,1400,,
BIOS,211,004,12321,12/6/2023,0900,,
BIOS,211,005,12322,12/8/2023,1900,,
BIOS,211,006,12323,12/7/2023,1900,,
BIOS,211,007,12324,12/8/2023,1900,,
BIOS,211,008,12325,12/11/2023,1400,,
BIOS,211,009,12326,12/8/2023,1400,,
BIOS,211,010,12327,12/6/2023,0900,,
BIOS,211,011,12328,12/8/2023,1900,,
BIOS,212,002,12330,12/11/2023,1400,,
BIOS,213,001,12331,12/11/2023,1400,,
BIOS,301,S01,12342,12/8/2023,0900,KCK,100
BIOS,311,001,12387,12/8/2023,1400,,
BIOS,311,002,12388,12/8/2023,1900,,
BIOS,312,001,12389,12/6/2023,1900,ABL,130
BIOS,318,001,12391,12/8/2023,1900,,
BIOS,318,002,12392,12/11/2023,1400,,
BIOS,327,001,12393,12/8/2023,1400,,
BIOS,341,S01,12395,12/12/2023,0900,KCK,100
BIOS,352,001,12397,12/7/2023,1400,KCK,100
BIOS,423,001,12444,12/11/2023,1400,,
BIOS,449,001,12447,12/12/2023,0900,,
BIOS,300,001,12546,12/12/2023,0900,BRK,101
BIOS,372,001,12549,12/7/2023,1900,ABL,130
BIOS,212,003,12554,12/8/2023,1400,,
BIOS,212,004,12555,12/6/2023,0900,,
BIOS,332,001,12749,12/10/2023,1900,,
BIOS,312,002,12763,12/8/2023,1400,GRB,W212
BIOS,118,002,13200,12/11/2023,1900,,
BIOS,425,001,13203,12/11/2023,1400,,
BIOS,311,003,13347,12/8/2023,1900,,
BIOS,385,002,13496,12/12/2023,0900,ABL,131
BIOS,329,001,13510,12/10/2023,1400,ABL,131
BIOS,202,002,13563,12/7/2023,1400,TBA,TBA
BIOS,122,002,13697,12/10/2023,1900,SEW,309
BIOS,280,002,13736,12/6/2023,1900,,
BIOS,411,001,15707,12/6/2023,0900,,
BIOS,353,001,15656,12/12/2023,0900,KCK,102
BIOS,441,001,15657,12/11/2023,1400,BRC,285
BIOS,330,001,15261,12/6/2023,0900,,
BIOS,470,001,15263,12/11/2023,1900,,
BIOS,481,001,15264,12/7/2023,1400,,
BIOS,315,001,15655,12/7/2023,1400,,
BIOS,314,001,15812,12/11/2023,1400,,
BIOS,344,S02,16107,12/10/2023,1900,ABL,131
CHEM,430,001,10200,12/6/2023,1900,ABL,131
CHEM,367,001,10669,12/11/2023,1400,,
CHEM,213,001,10704,12/7/2023,1400,,
CHEM,213,003,10705,12/6/2023,1900,,
CHEM,213,004,10706,12/6/2023,1900,,
CHEM,213,005,10707,12/8/2023,1900,,
CHEM,213,006,10708,12/8/2023,1900,,
CHEM,213,007,10709,12/9/2023,1400,,
CHEM,213,008,10710,12/8/2023,1400,,
CHEM,213,002,10711,12/7/2023,1900,,
CHEM,123,001,11011,12/9/2023,1400,,
CHEM,123,005,11012,12/8/2023,1400,,
CHEM,123,003,11013,12/11/2023,1400,,
CHEM,330,001,11151,12/7/2023,1900,,
CHEM,201,001,12157,12/7/2023,0900,DBH,210
CHEM,301,001,11654,12/10/2023,1900,,
CHEM,401,001,12574,12/7/2023,0900,BRC,282
CHEM,415,001,12655,12/10/2023,1900,,
CHEM,215,001,12691,12/8/2023,1900,,
CHEM,215,002,12692,12/11/2023,1400,,
CHEM,123,002,13220,12/6/2023,1900,,
CHEM,123,004,13221,12/6/2023,0900,,
CHEM,123,006,13222,12/8/2023,1400,,
CHEM,205,003,13224,12/6/2023,0900,,
CHEM,123,007,13322,12/6/2023,0900,,
CHEM,123,009,13733,12/9/2023,1400,,
CHEM,110,002,13828,12/11/2023,1900,,
CHEM,366,002,15772,12/6/2023,0900,,
CHEM,452,001,14380,12/8/2023,1400,BRC,282
CHEM,462,001,15661,12/7/2023,0900,BRC,285
CHEM,496,001,14735,12/10/2023,0900,DBH,180
CHEM,213,009,14759,12/9/2023,1400,,
CHEM,365,001,15196,12/8/2023,1400,,
CHEM,219,001,16127,12/7/2023,0900,BRC,284
CHEM,314,001,16129,12/8/2023,0900,,
CHEM,314,002,16130,12/7/2023,1400,,
ECON,437,001,10210,12/7/2023,1900,KRF,110
ECON,100,001,10633,12/10/2023,1900,,
ECON,203,001,10634,12/12/2023,0900,HUM,117
ECON,308,001,10635,12/6/2023,1900,KRF,105
ECON,422,001,10636,12/8/2023,1400,,
ECON,210,001,10729,12/8/2023,1400,HRG,100
ECON,300,001,10992,12/7/2023,1900,KRF,125
ECON,305,001,10996,12/7/2023,1900,KRF,105
ECON,310,003,11309,12/11/2023,1900,,
ECON,200,001,11533,12/10/2023,1400,HRZ,212
ECON,483,001,12251,12/9/2023,1900,KRF,110
ECON,100,002,12878,12/11/2023,1400,,
ECON,100,003,12879,12/8/2023,1400,,
ECON,100,004,12880,12/9/2023,1900,,
ECON,200,002,12881,12/10/2023,1400,HRZ,212
ECON,203,002,12882,12/11/2023,1900,HUM,117
ECON,441,001,12883,12/11/2023,1400,,
ECON,485,001,12884,12/6/2023,0900,,
ECON,497,001,12885,12/10/2023,1900,KRF,102
ECON,209,001,13299,12/11/2023,1400,KRF,102
ECON,209,002,13300,12/7/2023,1900,HUM,117
ECON,209,004,13301,12/7/2023,1900,HUM,117
ECON,209,003,13302,12/7/2023,1900,HUM,117
ECON,209,005,13303,12/7/2023,1900,HUM,117
ECON,205,002,13512,12/6/2023,0900,,
ECON,435,002,13513,12/6/2023,0900,,
ECON,481,002,13515,12/12/2023,0900,KRF,110
ECON,307,002,15376,12/11/2023,1900,HRZ,210
EDUC,304,001,11592,12/6/2023,1900,,
EDUC,305,001,12307,12/6/2023,0900,,
MUSI,445,001,16054,12/12/2023,1900,,
MUSI,191,002,16443,12/12/2023,1900,,
MUSI,338,014,16474,12/12/2023,1900,,
MUSI,191,003,16445,12/12/2023,1900,,
MUSI,191,004,16446,12/12/2023,1900,,
MUSI,391,001,16447,12/12/2023,1900,,
MUSI,151,002,16448,12/12/2023,1900,,
MUSI,381,006,16420,12/12/2023,1900,,
MUSI,181,004,16432,12/12/2023,1900,,
NEUR,310,001,11147,12/12/2023,1900,,
NEUR,401,001,11148,12/12/2023,1900,,
NEUR,310,002,16377,12/12/2023,1900,,
PHIL,490,001,15523,12/12/2023,1900,,
PHIL,498,005,15831,12/12/2023,1900,,
PHYS,491,001,10080,12/12/2023,1900,,
PHYS,461,001,11634,12/12/2023,1900,,
PHYS,492,001,15354,12/12/2023,1900,,
POLI,405,001,10015,12/12/2023,1900,,
POLI,307,001,10287,12/12/2023,1900,,
PSYC,499,001,10099,12/12/2023,1900,,
RELI,403,004,11928,12/12/2023,1900,,
RELI,442,001,15158,12/12/2023,1900,,
RELI,401,001,16444,12/12/2023,1900,,
SOCI,403,011,10333,12/12/2023,1900,,
SOCI,492,002,13824,12/12/2023,1900,,
SOCI,492,006,16056,12/12/2023,1900,,
SOCI,492,007,16057,12/12/2023,1900,,
SOCI,492,008,16058,12/12/2023,1900,,
SPAN,323,901,12874,12/12/2023,1900,,
STAT,492,001,11692,12/12/2023,1900,,
STAT,490,007,13145,12/12/2023,1900,,
THEA,432,001,15801,12/12/2023,1900,,
THEA,435,001,16326,12/12/2023,1900,,
UNIV,301,001,10366,12/12/2023,1900,,
UNIV,295,001,10703,12/12/2023,1900,,
UNIV,212,901,12846,12/12/2023,1900,,
CEVE,499,003,11348,12/12/2023,1900,,
CEVE,499,004,11349,12/12/2023,1900,,
CEVE,499,009,11352,12/12/2023,1900,,
CEVE,499,011,16454,12/12/2023,1900,,
CEVE,499,018,16434,12/12/2023,1900,,
CEVE,499,012,16462,12/12/2023,1900,,
FILM,456,001,16281,12/12/2023,1900,,
CHBE,495,021,16388,12/12/2023,1900,,
ARTS,401,001,13280,12/8/2023,1900,,
PHYS,425,001,10079,12/11/2023,1400,BRK,103
HIST,319,001,15443,12/6/2023,1400,KRF,105
BIOS,118,001,13199,12/11/2023,1900,,
